commune_norm	taux_jeunesse	taux_vieillesse	INIV	nb_atm	IEDU	Indice_accessibilite	indice_transport	indice_densite_routiere	Indice_POI	Indice_accessibilite_norm	indice_transport_norm	indice_densite_routiere_norm	Indice_POI_norm
lamharra	32.8	11.6	0.6874		0.4936	1.7	0.0	3.37	0.07	0.036295339550426006	0.0	0.05075267418798991	0.0031557829722967433
lamharzaessahel	30.0	11.9	0.8737		0.6243	5.86	0.0	11.51	0.55	0.13488405161687864	0.0	0.18308027440907831	0.02479543763947441
lamjaara	28.0	14.3	0.7039		0.5625	2.68	0.0	5.34	0.04	0.05952056498915764	0.0	0.08277790421692653	0.0018033045555981388
lamnizla	24.2	21.4	0.451		0.3986	0.83	0.0	1.64	0.04	0.01567702717114385	0.0	0.02262899502552273	0.0018033045555981388
lamrabih	30.0	12.8	0.57		0.4981	2.48	0.24	4.8	0.04	0.05478072306288588	0.006315124723713297	0.0739994147673703	0.0018033045555981388
lamrasla	32.1	12.7	0.6819		0.4196	2.3	0.0	4.59	0.0	0.05051486532924129	0.0	0.07058555775920955	0.0
lamrija	29.9	12.6	0.6065		0.4202	0.58	0.0	1.05	0.29	0.009752224763304146	0.0	0.013037682478785367	0.013073958028086505
lamsabih	30.9	15.0	0.638		0.5222	1.12	0.24	2.09	0.0	0.0225497979642379	0.006315124723713297	0.029944402900152923	0.0
lamssid	2.6	18.4	0.5496		0.4517						0.0		0.0
lamzoudia	31.7	10.5	0.6555		0.5234	3.1	4.81	3.18	0.33	0.06947423303432834	0.1265656246710873	0.047663946418701614	0.014877262583684646
laouamra	34.6	8.7	0.7799		0.5636	3.84	0.0	7.62	0.15	0.08701164816153385	0.0	0.11984263744838618	0.0067623920834930205
laqraqra	30.3	13.5	0.7087		0.469	1.72	0.0	3.4	0.11	0.03676932374305318	0.0	0.05124036804629859	0.0049590875278948815
laqsabitagoust	26.0	14.0	0.8958		0.7111	2.49	0.0	4.88	0.26	0.055017715159199475	0.0	0.07529993172286012	0.011721479611387902
laqsir	28.8	12.0	0.7735		0.598	6.09	0.72	11.74	0.04	0.14033486983209117	0.01894537417113989	0.1868192606561115	0.0018033045555981388
larache	26.5	13.6	0.945	2.0	0.7416	10.54	0.96	17.81	6.72	0.24579635269163783	0.025260498894853187	0.28549598465390097	0.30295516534048733
layayda	27.6	10.2	0.977		0.792	17.76	20.19	22.46	2.35	0.4169046462300484	0.5312598673823812	0.36108853269174634	0.10594414264139065
lbirjdid	28.7	11.1	0.9757		0.8123	16.61	0.0	32.76	1.14	0.3896505551539857	0.0	0.5285300907110596	0.05139417983454695
lebkhata	26.7	15.5	0.6396		0.5895	0.8	0.0	1.59	0.0	0.014966050882203085	0.0	0.0218161719283416	0.0
lehri	26.5	15.5	0.4577		0.5476	0.54	0.0	1.07	0.04	0.008804256378049796	0.0	0.01336281171765782	0.0018033045555981388
lgharbia	27.2	15.9	0.7422		0.6086	4.83	0.0	9.64	0.04	0.11047386569657908	0.0	0.15268069057450395	0.0018033045555981388
lkheng	31.5	11.8	0.9297		0.7915	0.57	0.24	0.72	0.7	0.009515232666990558	0.006315124723713297	0.00767305003738989	0.031557829722967425
lmechrek	28.6	14.9	0.7434		0.5473	3.77	0.0	7.53	0.04	0.08535270348733874	0.0	0.11837955587346015	0.0018033045555981388
louadaine	31.4	11.8	0.5509		0.3654	1.7	0.0	3.38	0.04	0.036295339550426006	0.0	0.05091523880742614	0.0018033045555981388
louadlakhdar	33.1	14.4	0.6978		0.5753						0.0		0.0
loualidia	30.8	11.4	0.753	1.0	0.5646	5.22	0.0	9.71	1.84	0.119716557452809	0.0	0.15381864291055755	0.08295200955751439
loudaya	29.1	11.8	0.8334		0.6202	7.46	6.25	10.82	0.88	0.17280278702705273	0.1644563730133671	0.1718633156679787	0.03967270022315905
louedlakhdar						1.06	0.0	2.11	0.0	0.021127845386356373	0.0	0.030269532139025373	0.0
loulad	30.5	11.7	0.9002		0.6606	16.7	0.0	33.36	0.11	0.39178348402080804	0.0	0.5382839678772332	0.0049590875278948815
loulja	31.6	13.2	0.2662		0.2192	1.48	0.0	2.94	0.04	0.03108151343152707	0.0	0.04376239555223217	0.0018033045555981388
lounasda	36.0	12.5	0.6373		0.4844	1.98	0.0	3.96	0.0	0.042931118247206475	0.0	0.060343986734727274	0.0
louta	27.2	14.5	0.806		0.5598	4.19	0.0	8.35	0.07	0.09530637153250944	0.0	0.13170985466723073	0.0031557829722967433
lqliaa	28.0	9.0	0.961		0.6927	6.04	6.73	7.18	2.13	0.13914990935052324	0.1770866224607937	0.11268979419319221	0.09602596758560089
maadna	28.1	17.3	0.6414		0.3675	4.94	0.0	9.88	0.0	0.11308077875602855	0.0	0.1565822414409734	0.0
maarif	15.3	23.7	0.9926		0.7279						0.0		0.0
maatarka	36.9	9.3	0.2093		0.1893	0.48	0.0	0.94	0.07	0.0073823038001682665	0.0	0.011249471664986873	0.0031557829722967433
maaziz	22.5	20.6	0.7682		0.6063	2.11	0.0	4.2	0.04	0.04601201549928311	0.0	0.06424553760119672	0.0018033045555981388
machraabenabbou	30.4	13.1	0.7872		0.508	1.95	0.24	3.75	0.0	0.042220141958265706	0.006315124723713297	0.05693012972656652	0.0
machraaelain	24.9	15.5	0.9242		0.6936	8.74	0.0	17.46	0.07	0.203137775355192	0.0	0.27980622297363306	0.0031557829722967433
madagh	24.1	18.1	0.9348		0.6649	2.33	0.0	4.55	0.26	0.05122584161818206	0.0	0.06993529928146464	0.011721479611387902
maghraoua	26.3	16.5	0.0746		0.3387	2.94	0.0	5.78	0.26	0.06568235949331093	0.0	0.0899307474721205	0.011721479611387902
majjat	29.2	12.9	0.6849		0.5006	0.95	0.48	1.53	0.22	0.0185209323269069	0.012630249447426594	0.02084078421172424	0.009918175055789763
majjate	30.5	10.4	0.9193		0.8095	9.35	0.0	18.3	0.99	0.21759429323032087	0.0	0.2934616510062761	0.044631787751053933
majmaatolba	26.5	14.0	0.6933		0.6403	3.39	0.0	6.77	0.04	0.07634700382742239	0.0	0.10602464479630692	0.0018033045555981388
mallalienne	26.9	12.4	0.9147		0.6308	2.39	2.64	3.15	0.11	0.052647794196063594	0.06946637196084628	0.04717625256039293	0.0049590875278948815
malloussa	31.9	9.4	0.7887		0.4856	7.8	10.82	8.94	0.44	0.1808605183017147	0.28470687296074115	0.1413011672139681	0.019836350111579526
mansoura	31.2	9.6	0.5068		0.4467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
marchouch	26.3	16.7	0.7342		0.5218	1.7	0.0	3.41	0.0	0.036295339550426006	0.0	0.05140293266573482	0.0
marrakechmedina	18.1	22.2	0.9508	20.0	0.7805	26.33	13.22	29.79	37.35	0.6200068727707932	0.34785812019787415	0.48024839873850034	1.0
martil	26.0	11.1	0.9706	1.0	0.7725	13.37	8.17	20.36	3.71	0.31286511594838323	0.2149773708030735	0.32694996261013876	0.16725649753172736
masmouda	23.7	18.1	0.7063		0.5035	2.41	0.0	4.8	0.04	0.05312177838869077	0.0	0.0739994147673703	0.0018033045555981388
massa	23.3	17.2	0.9513		0.7342	4.37	5.77	5.06	0.55	0.09957222926615403	0.15182612356594052	0.07822609487271219	0.02479543763947441
matmata	25.7	18.6	0.855		0.6414	3.62	0.24	6.94	0.4	0.08179782204263492	0.006315124723713297	0.10878824332672278	0.01803304555598139
mayate	32.1	11.7	0.7199		0.5343	1.55	0.0	3.09	0.04	0.03274045810572219	0.0	0.04620086484377557	0.0018033045555981388
mazguitam	29.1	15.1	0.5192		0.5449	0.8	0.0	1.56	0.11	0.014966050882203085	0.0	0.02132847807003292	0.0049590875278948815
mdiq	27.5	10.8	0.9457		0.7043	8.98	7.21	12.69	2.35	0.20882558566671813	0.1897168719082203	0.20226289950255302	0.10594414264139065
mechouardecasablanca						25.06	0.0	49.72	0.99	0.5899088765389676	0.0	0.8042396852748999	0.044631787751053933
mechouarfeseljadid	19.9	19.8	0.8838		0.6814						0.0		0.0
mechouarfesjdid				2.0		34.1	0.24	67.35	1.76	0.8041497316064513	0.006315124723713297	1.0	0.0793454004463181
mechouarkasba	16.0	24.5	0.9665	4.0	0.7869	16.07	4.33	28.03	3.78	0.37685298195305206	0.11393537522366073	0.4516370257177245	0.1704122805040241
mechraabelksiri	25.4	14.7	0.9618		0.7488	6.51	0.96	11.82	1.54	0.15028853787726185	0.025260498894853187	0.18811977761160134	0.06942722539052834
mechraahammadi	22.4	19.8	0.2469		0.2922	2.12	0.0	4.16	0.18	0.046249007595596706	0.0	0.06359527912345181	0.008114870500191624
medina	24.4	11.5	0.9892		0.8098						0.0		0.0
mediouna	28.1	10.8	0.9749		0.8096	25.81	4.81	48.49	0.62	0.6076832837624867	0.1265656246710873	0.784244237084244	0.02795122061177115
mehdya	27.1	10.1	0.9815	1.0	0.8449	18.32	7.93	30.24	4.11	0.4301762036236093	0.20866224607936018	0.48756380661313053	0.18528954308770879
mejji	28.3	15.9	0.6741		0.4869	2.46	0.24	4.75	0.07	0.054306738870258706	0.006315124723713297	0.07318659167018918	0.0031557829722967433
meknassaacharqia	27.3	16.7	0.6183		0.2438	1.47	0.0	2.86	0.18	0.03084452133521348	0.0	0.04246187859674236	0.008114870500191624
meknassaelgharbia	26.0	16.9	0.7514		0.5382	1.68	0.0	3.35	0.0	0.03582135535779883	0.0	0.05042754494911746	0.0
meknes	22.6	17.2	0.9731	6.0	0.8408	42.82	72.36	26.31	39.77	1.0	1.0	0.4236759111746935	1.0
melaab	33.2	13.2	0.7925		0.5811	1.39	0.0	2.48	0.77	0.028948584564704775	0.0	0.03628442305816575	0.03471361269526417
melgelouidane	27.8	14.2	0.753		0.4405	3.0	0.24	5.76	0.26	0.06710431207119245	0.006315124723713297	0.08960561823324804	0.011721479611387902
melilia	0.0	0.0	0.7525	1.0	0.5494	19.99	1.68	38.96	0.04	0.4697538837079785	0.04420587306599308	0.6293201547615201	0.0018033045555981388
mellila	29.0	13.9	0.7335		0.4428	2.18	0.0	4.35	0.04	0.047670960173478244	0.0	0.06668400689274011	0.0018033045555981388
menara	24.9	13.2	0.9949	3.0	0.8628	35.29	63.22	26.48	15.42	0.8323517910677682	1.0	0.42643950970510935	0.6951739061830825
merselkheir	27.7	10.1	0.9677		0.7655	5.99	2.16	10.54	0.37	0.1379649488689553	0.05683612251341968	0.16731150632376432	0.016680567139282784
merssultan	15.8	23.4	0.9705	1.0	0.8398	43.69	12.98	77.34	5.62	1.0	0.34154299547416084	1.0	0.2533642900615385
meskala	30.3	15.8	0.7223		0.4229	2.81	0.0	5.62	0.0	0.06260146224123429	0.0	0.08732971356114089	0.0
meskoura	28.4	14.0	0.6557		0.4528	1.54	0.0	3.06	0.04	0.0325034660094086	0.0	0.04571317098546689	0.0018033045555981388
messassa	34.4	13.2	0.5506		0.4286	0.77	0.0	1.54	0.0	0.014255074593262319	0.0	0.021003348831160465	0.0
mestegmer	25.1	18.4	0.704		0.5027	2.17	0.0	4.3	0.11	0.04743396807716465	0.0	0.06587118379555898	0.0049590875278948815
mestferki	28.3	16.7	0.5978		0.3317	2.31	0.0	4.6	0.04	0.05075185742555489	0.0	0.07074812237864576	0.0018033045555981388
mesti	24.0	18.3	0.774		0.5889	3.44	0.0	6.81	0.18	0.07753196430899033	0.0	0.10667490327405182	0.008114870500191624
metrane	27.3	19.0	0.8163		0.4386	2.6	0.0	5.19	0.0	0.057624628218648936	0.0	0.08033943492538315	0.0
mettouh	27.2	16.7	0.8063		0.4668	2.33	0.0	4.64	0.04	0.05122584161818206	0.0	0.07139838085639068	0.0018033045555981388
mezguita	29.2	14.5	0.8074		0.6501	9.54	0.0	18.96	0.29	0.22209714306027903	0.0	0.30419091588906705	0.013073958028086505
mezraoua	28.8	14.1	0.6504		0.3861	1.71	0.0	3.4	0.04	0.036532331646739594	0.0	0.05124036804629859	0.0018033045555981388
mfassis	28.0	16.7	0.8449		0.7566	2.94	0.0	5.89	0.0	0.06568235949331093	0.0	0.09171895828591899	0.0
mgarto	26.9	17.9	0.79		0.4537	2.58	0.0	5.17	0.0	0.05715064402602176	0.0	0.08001430568651069	0.0
mghogha	26.4	9.5	0.9734		0.791						0.0		0.0
mhajer	24.9	18.2	0.7801		0.4396	2.57	0.0	5.1	0.11	0.05691365192970817	0.0	0.07887635335045709	0.0049590875278948815
mhamidelghizlane	28.9	12.8	0.7935	2.0	0.7108	0.52	0.24	0.09	2.02	0.00833027218542262	0.006315124723713297	0.0	0.09106688005770601
mhaya	31.6	10.9	0.7664		0.5358	2.68	0.72	4.8	0.33	0.05952056498915764	0.01894537417113989	0.0739994147673703	0.014877262583684646
mibladen	29.8	12.8	0.4911		0.422	1.72	0.0	3.39	0.11	0.03676932374305318	0.0	0.05107780342686237	0.0049590875278948815
midar	25.0	16.9	0.8927		0.654	2.48	0.48	4.01	1.65	0.05478072306288588	0.012630249447426594	0.06115680983190841	0.07438631291842322
midelt	26.6	14.4	0.9636	2.0	0.8408	10.43	0.0	19.15	4.3	0.24318943963218836	0.0	0.3072796436583553	0.1938552397267999
mijik	0.0	0.0	0.8579		0.5494						0.0		0.0
mikkes	34.4	10.3	0.5286	1.0	0.347	2.04	0.0	4.05	0.07	0.044353070825088	0.0	0.06180706830965332	0.0031557829722967433
mirleft	26.5	14.9	0.9384	2.0	0.6821	1.94	0.48	2.65	2.35	0.04198314986195212	0.012630249447426594	0.0390480215885816	0.10594414264139065
missour	29.0	11.1	0.9564		0.8057	9.45	0.0	18.09	2.02	0.21996421419345674	0.0	0.2900477939981153	0.09106688005770601
mkansa	32.4	11.4	0.5327		0.4325	2.01	0.0	3.99	0.07	0.04364209453614723	0.0	0.06083168059303596	0.0031557829722967433
mkhalif	31.2	16.1	0.5606		0.3463	0.86	0.0	1.73	0.0	0.016388003460084614	0.0	0.024092076600448768	0.0
mnabha	30.3	12.5	0.7111		0.567	0.84	0.72	1.2	0.11	0.015914019267457436	0.01894537417113989	0.015476151770328763	0.0049590875278948815
mnasra	31.9	8.9	0.7726		0.4699	4.36	0.0	8.67	0.15	0.09933523716984044	0.0	0.13691192248918999	0.0067623920834930205
mniaa	31.4	14.1	0.7473		0.4682	2.51	0.0	5.01	0.04	0.055491699351826636	0.0	0.07741327177553106	0.0018033045555981388
