commune_norm	taux_jeunesse	taux_vieillesse	INIV	nb_atm	IEDU	Indice_accessibilite	indice_transport	indice_densite_routiere	Indice_POI	Indice_accessibilite_norm	indice_transport_norm	indice_densite_routiere_norm	Indice_POI_norm
sidiahmedoumoussa	24.1	23.3	0.7897		0.5944	1.1	0.0	2.13	0.18	0.022075813771610726	0.0	0.030594661377897826	0.008114870500191624
sidiaissa	29.1	16.7	0.7491		0.5685	2.52	0.0	5.0	0.11	0.05572869144814023	0.0	0.07725070715609483	0.0049590875278948815
sidiaissabenali	29.4	15.1	0.8974		0.6914	3.07	0.0	6.12	0.07	0.06876325674538757	0.0	0.0954579445329522	0.0031557829722967433
sidiaissabenslimane	32.8	12.9	0.6923		0.4967	0.74	0.0	1.49	0.0	0.013544098304321555	0.0	0.020190525733979333	0.0
sidiaissaregragui	30.8	15.9	0.441		0.3754	4.53	0.0	9.06	0.0	0.10336410280717144	0.0	0.1432519426472028	0.0
sidiali	32.6	10.4	0.6171		0.3373	0.47	0.0	0.63	0.77	0.007145311703854678	0.0	0.006209968462463852	0.03471361269526417
sidialibelkassem						1.28	0.0	2.51	0.11	0.02634167150525531	0.0	0.03677211691647443	0.0049590875278948815
sidialibelquassem	31.6	10.6	0.3768		0.192						0.0		0.0
sidialibenhamdouche	29.1	11.8	0.7974		0.6098	8.1	9.62	10.32	0.29	0.18797028119112236	0.2531312493421746	0.16373508469616735	0.013073958028086505
sidialibourakba	24.1	20.3	0.6619		0.4262	0.41	0.0	0.79	0.07	0.00572335912597315	0.0	0.008811002373443478	0.0031557829722967433
sidialielkorati	26.8	19.6	0.4617		0.2214	4.9	0.0	9.8	0.0	0.1121328103707742	0.0	0.15528172448548358	0.0
sidialilabrahla	30.3	13.5	0.6665		0.5912	2.12	0.0	4.23	0.04	0.046249007595596706	0.0	0.0647332314595054	0.0018033045555981388
sidiallalelbahraoui	29.2	11.2	0.9751		0.8448	10.08	0.0	19.69	1.18	0.2348947162612128	0.0	0.3160581331079116	0.05319748439014509
sidiallallamsadder	22.2	22.3	0.6604		0.6411	2.8	0.0	5.57	0.07	0.06236447014492069	0.0	0.08651689046395974	0.0031557829722967433
sidiallaltazi	32.2	9.6	0.8199		0.5834	2.46	0.24	4.77	0.04	0.054306738870258706	0.006315124723713297	0.07351172090906162	0.0018033045555981388
sidiamar	22.2	21.5	0.1412		0.4262	0.89	0.0	1.78	0.0	0.017098979749025377	0.0	0.024904899697629903	0.0
sidiameurelhadi	31.1	11.6	0.6986		0.5181	2.33	0.0	4.65	0.04	0.05122584161818206	0.0	0.0715609454758269	0.0018033045555981388
sidiazzouz	29.4	12.5	0.552		0.3812	3.14	0.0	6.29	0.0	0.07042220141958269	0.0	0.09822154306336806	0.0
sidibadhaj	25.9	17.3	0.8074		0.6414	2.48	1.92	3.73	0.18	0.05478072306288588	0.050520997789706375	0.05660500048769407	0.008114870500191624
sidibelyout	15.3	23.5	0.9725	16.0	0.8073	64.62	29.33	100.0	29.09	1.0	0.7717608672771291	1.0	1.0
sidibennour	26.2	12.9	0.9308	1.0	0.7428	12.01	0.0	23.28	1.84	0.2806341908497353	0.0	0.3744188314855169	0.08295200955751439
sidibernoussi	20.9	17.4	0.9881	2.0	0.8455	37.42	20.91	60.29	5.03	0.8828311075825626	0.550205241553521	0.9760704880189912	0.22676554786646597
sidibettache	28.6	12.1	0.7301		0.5785	0.87	0.0	1.69	0.11	0.016624995556398202	0.0	0.02344181812270386	0.0049590875278948815
sidibibi	30.2	8.2	0.9466		0.6954	4.48	8.89	3.35	0.7	0.1021791423256035	0.2339227449742134	0.05042754494911746	0.031557829722967425
sidiboaal	17.1	31.1	0.6037		0.3924	2.11	0.0	4.17	0.15	0.04601201549928311	0.0	0.06375784374288804	0.0067623920834930205
sidiborja	27.3	13.1	0.8677		0.6292	2.42	0.0	4.73	0.29	0.05335877048500435	0.0	0.07286146243131672	0.013073958028086505
sidibouabdelli	23.8	22.1	0.7311		0.4945	3.56	0.0	7.1	0.04	0.08037586946475339	0.0	0.1113892772377024	0.0018033045555981388
sidiboubker	55.7	33.8	0.7419		0.6022	5.44	0.0	10.76	0.3	0.12493038357170795	0.0	0.17088792795136132	0.013524784166986041
sidiboubkerelhaj	34.6	8.7	0.6256		0.2673	1.48	0.0	2.97	0.0	0.03108151343152707	0.0	0.04425008941054086	0.0
sidibouhria	25.1	20.9	0.6455		0.3001	2.52	0.0	5.01	0.07	0.05572869144814023	0.0	0.07741327177553106	0.0031557829722967433
sidibouknadel	27.8	10.5	0.93		0.754	16.65	8.89	27.65	0.77	0.3905985235392401	0.2339227449742134	0.44545957017914783	0.03471361269526417
sidiboulaalam	32.3	15.3	0.4582		0.4145	1.76	0.0	3.5	0.04	0.03771729212830754	0.0	0.052866014240660855	0.0018033045555981388
sidiboulenouar	28.1	15.2	0.6149		0.3956	1.26	0.0	2.49	0.07	0.025867687312628132	0.0	0.03644698767760198	0.0031557829722967433
sidiboulkhalf	34.2	10.1	0.5283		0.325	1.61	0.0	3.17	0.11	0.03416241068360372	0.0	0.047501381799265385	0.0049590875278948815
sidiboumehdi	29.6	15.1	0.8176		0.4957	3.76	0.0	7.52	0.0	0.08511571139102514	0.0	0.1182169912540239	0.0
sidiboumoussa	28.0	11.3	0.9311		0.7015	6.02	4.81	9.14	0.04	0.13867592515789604	0.1265656246710873	0.14455245960269264	0.0018033045555981388
sidibouothmane	28.5	10.5	0.9741		0.7618	4.68	3.61	7.08	0.29	0.10691898425187524	0.09499000105252084	0.11106414799882995	0.013073958028086505
sidibousber	26.5	17.6	0.5554		0.471	3.81	0.0	7.6	0.04	0.08630067187259309	0.0	0.11951750820951372	0.0018033045555981388
sidiboushab	23.4	19.4	0.7871		0.4444	2.9	0.0	5.81	0.0	0.06473439110805658	0.0	0.09041844133042917	0.0
sidiboutayeb	28.9	14.4	0.7055		0.5328	0.93	0.0	1.79	0.18	0.01804694813427973	0.0	0.025067464317066128	0.008114870500191624
sidiboutmim	28.8	13.1	0.6374		0.5157	1.24	0.0	2.42	0.15	0.025393703120000957	0.0	0.035309035341548396	0.0067623920834930205
sidibouzidarragragui	28.0	14.9	0.7553		0.6123	1.07	0.0	2.14	0.0	0.02136483748266996	0.0	0.030757225997334058	0.0
sidibouzineb	32.6	12.2	0.4188		0.5321	2.37	0.0	4.73	0.0	0.05217381000343641	0.0	0.07286146243131672	0.0
sidichiker	35.1	10.0	0.45		0.4243	1.76	0.0	3.53	0.0	0.03771729212830754	0.0	0.053353708098969534	0.0
sididahbi	29.2	13.8	0.9095		0.6513	4.37	0.0	8.73	0.04	0.09957222926615403	0.0	0.13788731020580736	0.0018033045555981388
sididahmane	29.0	10.4	0.9107		0.7142	1.92	0.0	3.7	0.33	0.04150916566932494	0.0	0.05611730662938539	0.014877262583684646
sididaoud	32.0	10.9	0.4572		0.206	5.04	0.0	10.06	0.07	0.11545069971916443	0.0	0.15950840459082546	0.0031557829722967433
sidielabed	31.2	13.2	0.4458		0.2903	2.49	0.0	4.97	0.04	0.055017715159199475	0.0	0.07676301329778615	0.0018033045555981388
sidielaidi	28.6	14.0	0.8916		0.5783	3.41	0.24	6.63	0.11	0.07682098802004957	0.006315124723713297	0.10374874012419975	0.0049590875278948815
sidielghandour						1.25	0.0	2.49	0.04	0.025630695216314545	0.0	0.03644698767760198	0.0018033045555981388
sidielhattab	34.3	11.7	0.8237		0.471	1.64	0.0	3.26	0.04	0.034873386972544475	0.0	0.04896446337419142	0.0018033045555981388
sidieljazouli	29.1	20.7	0.5907		0.2813	3.48	0.0	6.95	0.0	0.07847993269424468	0.0	0.10895080794615901	0.0
sidielkamel	31.5	10.5	0.8263		0.4907	3.59	0.0	7.17	0.04	0.08108684575369415	0.0	0.112527229573756	0.0018033045555981388
sidielmakhfi	26.2	14.1	0.7418	1.0	0.5181	2.01	0.0	3.96	0.15	0.04364209453614723	0.0	0.060343986734727274	0.0067623920834930205
sidielmekki	27.9	13.5	0.9004		0.5706	3.7	0.24	7.2	0.15	0.08369375881314363	0.006315124723713297	0.11301492343206467	0.0067623920834930205
sidielrhandour	25.0	18.4	0.7867		0.5908						0.0		0.0
sidiettiji	31.4	13.0	0.5934		0.4275	2.21	0.0	4.41	0.04	0.048381936462419	0.0	0.06765939460935748	0.0018033045555981388
sidighanem	58.7	32.1	0.4929		0.3612	2.78	0.0	5.54	0.08	0.06189048595229352	0.0	0.08602919660565107	0.0036066091111962776
sidighaneme	31.2	17.7	0.5796		0.392	5.11	0.0	10.2	0.04	0.11710964439335954	0.0	0.16178430926293264	0.0018033045555981388
sidihajjaj	31.9	12.1	0.7368		0.5086	5.72	0.0	11.43	0.04	0.1315661622684884	0.0	0.1817797574535885	0.0018033045555981388
sidihajjajouedhassar	32.3	8.1	0.9538		0.8031	7.69	6.01	11.59	0.44	0.17825360524226527	0.1581412482896538	0.18438079136456811	0.019836350111579526
sidihajmhamed	29.4	12.9	0.3314		0.4701	1.77	0.0	3.54	0.0	0.037954284224621125	0.0	0.05351627271840576	0.0
sidihammadi	26.7	17.2	0.9339		0.7688	3.38	1.92	5.61	0.0	0.0761100117311088	0.050520997789706375	0.08716714894170466	0.0
sidiharazem	26.8	13.4	0.8669		0.6623	4.79	0.24	9.32	0.29	0.10952589731132471	0.006315124723713297	0.1474786227525447	0.013073958028086505
sidihcine	25.3	15.0	0.1747		0.4679	0.74	0.0	1.47	0.0	0.013544098304321555	0.0	0.01986539649510688	0.0
sidihmadouhamed	25.0	22.5	0.617		0.3644	1.75	0.0	3.48	0.04	0.03748030003199395	0.0	0.052540885001788405	0.0018033045555981388
sidihmadoumbarek	25.5	19.3	0.6363		0.4138	0.77	0.0	1.54	0.0	0.014255074593262319	0.0	0.021003348831160465	0.0
sidihsaine	26.3	18.9	0.8279		0.5717	1.52	0.0	2.84	0.51	0.032029481816781426	0.0	0.04213674935786991	0.02299213308387627
sidihsaineouali	22.6	22.1	0.7272		0.5648	3.71	0.0	7.42	0.0	0.0839307509094572	0.0	0.11659134505966165	0.0
sidiifni	23.6	15.7	0.9684	1.0	0.7696	11.67	0.72	21.86	2.61	0.2725764595750733	0.01894537417113989	0.3513346555255727	0.11766562225277855
sidiishaq	31.4	13.6	0.6624		0.4664	1.48	0.24	2.74	0.18	0.03108151343152707	0.006315124723713297	0.040511103163507645	0.008114870500191624
sidijaber	25.8	16.9	0.8975		0.7031	3.43	0.0	6.78	0.18	0.07729497221267675	0.0	0.10618720941574315	0.008114870500191624
sidikacem	23.2	17.7	0.9607		0.7828	10.95	0.48	19.85	4.41	0.25551302864049497	0.012630249447426594	0.3186591670188912	0.1988143272546948
sidikaouki	24.6	19.3	0.8356		0.4905	3.5	0.96	5.74	1.73	0.07895391688687187	0.025260498894853187	0.0892804889943756	0.07799292202961951
sidilaaroussi	30.3	16.1	0.2807		0.322	1.52	0.0	3.05	0.0	0.032029481816781426	0.0	0.045550606366030665	0.0
sidilahsen	29.7	14.4	0.2672		0.2148	1.85	0.0	3.7	0.0	0.03985022099512983	0.0	0.05611730662938539	0.0
sidilamine	26.9	14.7	0.6905		0.4148	1.29	0.0	2.55	0.07	0.026578663601568898	0.0	0.03742237539421934	0.0031557829722967433
sidilyamani	31.0	13.1	0.8518		0.6538	4.64	7.93	4.38	0.33	0.10597101586662089	0.20866224607936018	0.0671717007510488	0.014877262583684646
sidimansour	29.8	15.7	0.6006		0.4115	0.64	0.0	1.29	0.0	0.011174177341185676	0.0	0.016939233345254802	0.0
sidimbark	26.0	20.7	0.5683		0.4795	4.06	0.0	8.11	0.04	0.09222547428043278	0.0	0.12780830380076127	0.0018033045555981388
sidimhamedakhdim	31.1	13.9	0.5714		0.2752	3.8	0.0	7.59	0.0	0.0860636797762795	0.0	0.1193549435900775	0.0
sidimhamedbenlahcen	33.7	12.8	0.3678		0.4043	3.3	0.0	6.53	0.18	0.07421407496060009	0.0	0.1021230939298375	0.008114870500191624
sidimhamedchelh	30.9	12.7	0.625		0.5196	2.19	0.0	4.39	0.0	0.047907952269791824	0.0	0.06733426537048501	0.0
sidimhameddalil	29.5	13.4	0.5834		0.4628	1.49	0.0	2.87	0.26	0.03131850552784066	0.0	0.04262444321617859	0.011721479611387902
sidimhamedoumarzouq	30.1	16.7	0.2238		0.2417	1.38	0.0	2.75	0.0	0.028711592468391188	0.0	0.04067366778294387	0.0
sidimohamedbenmansour	34.3	8.3	0.6613		0.3882	6.73	0.0	13.44	0.07	0.1555023639961608	0.0	0.21445524596027002	0.0031557829722967433
sidimohamedlahmar	34.2	8.5	0.6427		0.3151	4.42	0.0	8.84	0.0	0.10075718974772196	0.0	0.13967552101960581	0.0
sidimohammedbenrahal	29.4	14.0	0.692		0.5088	4.24	0.48	8.18	0.04	0.09649133201407738	0.012630249447426594	0.12894625613681487	0.0018033045555981388
sidimokhfi	29.3	13.3	0.425		0.3667	0.44	0.0	0.87	0.0	0.006434335414913914	0.0	0.010111519328933288	0.0
sidimoumen	25.7	12.2	0.9846	1.0	0.8406	27.11	29.57	34.59	4.7	0.6384922562832532	0.7780759920008425	0.5582794160678892	0.2118882852827813
sidimoussa	32.2	13.3	0.8607		0.4854	0.9	0.0	1.79	0.04	0.017335971845338968	0.0	0.025067464317066128	0.0018033045555981388
sidimoussabenali	26.9	13.7	0.9003		0.7579	4.62	2.64	7.63	0.07	0.10549703167399373	0.06946637196084628	0.1200052020678224	0.0031557829722967433
sidimoussaelmajdoub	29.3	10.5	0.932		0.7691						0.0		0.0
sidimoussalemhaya	29.3	14.3	0.7181		0.5581	2.99	0.0	5.97	0.04	0.06686731997487888	0.0	0.0930194752414088	0.0018033045555981388
sidimoussalhamri	29.5	10.8	0.837		0.5878	1.05	0.0	2.08	0.04	0.020890853290042786	0.0	0.029781838280716698	0.0018033045555981388
sidimoussamajdoub						3.55	3.85	4.69	0.26	0.0801388773684398	0.10130512577623414	0.07221120395357182	0.011721479611387902
sidimzal	16.3	31.5	0.7522		0.3374	2.55	0.0	4.88	0.55	0.05643966773708099	0.0	0.07529993172286012	0.02479543763947441
sidiothmane	22.9	15.8	0.9702		0.8099	34.52	17.79	57.07	3.23	0.814103399651622	0.4681086201452481	0.9237246805605264	0.1456168428645497
sidiouaaziz	27.7	15.0	0.7073		0.4016	3.39	0.0	6.74	0.11	0.07634700382742239	0.0	0.10553695093799825	0.0049590875278948815
sidiouassay	22.8	15.9	0.958		0.7496	3.46	4.81	3.87	0.4	0.0780059485016175	0.1265656246710873	0.05888090515980124	0.01803304555598139
sidirahal	25.6	15.2	0.963		0.7093	5.8	5.77	7.98	0.37	0.1334620990389971	0.15182612356594052	0.12569496374809033	0.016680567139282784
sidirahalchatai	27.6	12.4	0.9209		0.795	16.36	0.0	32.52	0.48	0.383725752746146	0.0	0.5246285398445902	0.021639654667177665
sidiredouane	26.7	17.4	0.737		0.6292	2.73	0.0	5.43	0.07	0.06070552547072558	0.0	0.08424098579185257	0.0031557829722967433
sidislimane	25.0	15.4	0.9177	2.0	0.754	8.17	0.24	15.03	2.94	0.18962922586531747	0.006315124723713297	0.24030302045063004	0.1325428848364632
sidislimaneechcharaa	24.5	16.4	0.9248		0.7171	15.78	0.0	31.29	0.66	0.36998021115995794	0.0	0.5046330916539343	0.029754525167369292
sidislimanemoulelkifane	26.5	13.2	0.8788		0.6897	11.02	2.4	20.49	0.29	0.25717197331469005	0.06315124723713297	0.32906330266280964	0.013073958028086505
sidismail	30.8	12.2	0.7568		0.5407	3.44	0.24	6.64	0.26	0.07753196430899033	0.006315124723713297	0.10391130474363598	0.011721479611387902
siditaibi	29.4	8.8	0.9159		0.7055	5.78	6.01	7.74	0.51	0.13298811484636994	0.1581412482896538	0.1217934128816209	0.02299213308387627
sidiyacoub	31.2	11.6	0.7338		0.4272	1.69	0.0	3.37	0.04	0.03605834745411242	0.0	0.05075267418798991	0.0018033045555981388
sidiyahiabnizeroual	27.9	14.3	0.5305		0.4707						0.0		0.0
sidiyahiaelgharb	28.6	12.5	0.8868		0.7226						0.0		0.0
sidiyahiaouyoussef	32.8	12.3	0.3431		0.2109						0.0		0.0
sidiyahyabnizeroual						4.71	0.0	9.41	0.04	0.10762996054081601	0.0	0.14894170432747075	0.0018033045555981388
sidiyahyaelgharb						10.05	0.48	19.57	0.62	0.23418373997227204	0.012630249447426594	0.31410735767467685	0.02795122061177115
sidiyahyaousaad	26.2	14.0	0.6403		0.517	2.29	0.0	4.54	0.11	0.050277873232927706	0.0	0.06977273466202842	0.0049590875278948815
sidiyahyaouyoussef						0.66	0.0	1.32	0.0	0.011648161533812852	0.0	0.017426927203563484	0.0
sidiyahyazaer	29.2	8.1	0.9852		0.8154	5.62	9.86	4.8	1.32	0.12919624130535254	0.25944637406588794	0.0739994147673703	0.059509050334738585
sidiyoussefbenahmed	28.7	14.6	0.8416		0.6081	1.91	0.0	3.77	0.11	0.041272173573011356	0.0	0.057255258965438975	0.0049590875278948815
sidiyoussefbenali	22.9	16.1	0.972		0.7686	9.24	6.49	13.73	2.13	0.2149873801708714	0.17077149773708042	0.2191696199239206	0.09602596758560089
sidlmokhtar	30.1	12.3	0.8287		0.5259	1.34	0.0	2.31	0.92	0.02776362408313684	0.0	0.033520824527749904	0.041476004778757194
sidzouine	28.4	12.3	0.8529		0.6489	6.86	1.68	12.48	0.59	0.15858326124823746	0.04420587306599308	0.19884904249439228	0.026598742195072547
sihsaienbenabderrahmane	26.9	18.5	0.7924		0.5653	3.45	0.0	6.9	0.0	0.07776895640530393	0.0	0.10813798484897788	0.0
siroua	25.9	18.0	0.8012		0.4719	0.98	0.0	1.86	0.26	0.019231908615847667	0.0	0.026205416653119717	0.011721479611387902
skhirate	26.4	11.4	0.9651	1.0	0.7451	13.94	10.82	19.84	3.89	0.32637366543825774	0.28470687296074115	0.318496602399455	0.175371368031919
skhourrehamna						3.98	0.24	7.62	0.48	0.09032953750992409	0.006315124723713297	0.11984263744838618	0.021639654667177665
skhourrhamna	28.3	13.1	0.7451		0.6027						0.0		0.0
skouraahleloust	29.1	14.0	0.8249	1.0	0.6091	1.62	0.72	2.02	1.98	0.03439940277991731	0.01894537417113989	0.028806450564099337	0.08926357550210787
skouralhadra	33.1	12.6	0.5288		0.3308	1.58	0.0	3.15	0.0	0.03345143439466295	0.0	0.04717625256039293	0.0
skouramdaz	23.2	19.8	0.7645		0.5588	1.98	0.0	3.87	0.22	0.042931118247206475	0.0	0.05888090515980124	0.009918175055789763
smia	24.6	17.9	0.6778		0.546	1.95	0.0	3.87	0.07	0.042220141958265706	0.0	0.05888090515980124	0.0031557829722967433
smimou	27.7	13.6	0.816		0.4994	5.5	0.0	10.93	0.18	0.12635233614958946	0.0	0.17365152648177717	0.008114870500191624
souaken	32.1	11.5	0.6381		0.4027	2.88	0.48	5.47	0.0	0.0642604069154294	0.012630249447426594	0.08489124426959747	0.0
soualemtrifiya	30.7	9.6	0.8916		0.7067	5.44	0.0	10.8	0.22	0.12493038357170795	0.0	0.17153818642910623	0.009918175055789763
souani	20.3	17.5	0.9892		0.8101						0.0		0.0
souihla	29.4	10.8	0.8676		0.7153	2.37	2.88	2.9	0.29	0.05217381000343641	0.07578149668455957	0.043112137074487265	0.013073958028086505
souissi	15.0	28.8	1.0		0.7453	15.01	11.54	20.81	5.73	0.3517318197438117	0.30365224713188105	0.3342653704847689	0.2583233775894334
soukelarbaa	26.7	13.3	0.9402		0.6348	7.99	0.96	14.87	1.32	0.1853633681316729	0.025260498894853187	0.2377019865396504	0.059509050334738585
soukkdim	28.5	12.1	0.6957		0.5453	2.24	4.81	1.54	0.15	0.04909291275135977	0.1265656246710873	0.021003348831160465	0.0067623920834930205
souklakhmisdades	29.8	15.1	0.9098		0.6889	0.68	0.0	1.21	0.4	0.01212214572644003	0.0	0.01563871638976499	0.01803304555598139
souklqolla	26.3	12.1	0.4487		0.3538	1.38	0.0	2.77	0.0	0.028711592468391188	0.0	0.04099879702181632	0.0
souksebtoulednemma	27.0	13.7	0.9264		0.6888	12.35	0.48	24.12	0.73	0.28869192212439726	0.012630249447426594	0.38807425951815994	0.032910308139666035
souktletelgharb	30.4	12.5	0.7632		0.4934	3.92	0.0	7.83	0.04	0.08890758493204255	0.0	0.12325649445654693	0.0018033045555981388
souktolba	31.0	11.9	0.5893		0.1765	1.7	0.0	3.39	0.0	0.036295339550426006	0.0	0.05107780342686237	0.0
sourelaaz	30.4	15.8	0.7668		0.5941	1.61	0.0	3.22	0.0	0.03416241068360372	0.0	0.04831420489644652	0.0
steha	30.5	10.9	0.6786		0.4871	0.81	0.0	1.58	0.11	0.015203042978516672	0.0	0.021653607308905372	0.0049590875278948815
stifadma	31.0	11.6	0.6308		0.4465	3.07	0.48	5.41	1.1	0.06876325674538757	0.012630249447426594	0.08391585655298013	0.04959087527894882
tabant	30.0	10.9	0.7544		0.5116	3.26	0.24	5.94	1.07	0.07326610657534574	0.006315124723713297	0.09253178138310013	0.04823839686225022
tabaroucht	34.2	11.9	0.0839		0.4252	0.02	0.0	0.04	0.0	0.0	0.0	0.0	0.0
tabia	43.1	54.6	0.1619		0.3069	3.2	0.0	6.3500000000000005	0.14	0.07184415399746423	0.0	0.09919693077998543	0.006311565944593487
tabouda	28.7	14.3	0.3451		0.4731	4.05	0.0	8.08	0.04	0.0919884821841192	0.0	0.1273206099424526	0.0018033045555981388
tabriquet	21.6	16.0	0.9835	11.0	0.8149	45.94	23.32	75.6	5.73	1.0	0.6136196189874754	1.0	0.2583233775894334
tachraft	25.2	17.7	0.7852		0.5244	1.9	0.0	3.76	0.11	0.04103518147669777	0.0	0.05709269434600275	0.0049590875278948815
taddart	28.8	12.9	0.7495		0.4918	2.01	0.48	3.58	0.37	0.04364209453614723	0.012630249447426594	0.05416653119615067	0.016680567139282784
tadighoust	27.3	20.0	0.7628		0.5995	0.56	0.0	1.01	0.26	0.009278240570676973	0.0	0.01238742400104046	0.011721479611387902
tadrart	21.6	27.6	0.3826		0.3338	1.64	0.0	3.27	0.0	0.034873386972544475	0.0	0.04912702799362765	0.0
tafajight	29.4	17.5	0.1694		0.2891	1.01	0.0	2.02	0.0	0.019942884904788433	0.0	0.028806450564099337	0.0
tafedna	28.2	15.5	0.6332		0.4745	3.65	0.0	7.11	0.48	0.08250879833157568	0.0	0.11155184185713864	0.021639654667177665
tafersit	22.4	20.6	0.8256		0.6278	4.62	0.24	8.69	0.99	0.10549703167399373	0.006315124723713297	0.13723705172806241	0.044631787751053933
tafetachte	29.8	13.4	0.6528		0.4862	3.04	0.0	6.03	0.15	0.06805228045644682	0.0	0.09399486295802617	0.0067623920834930205
tafingoult	24.5	16.7	0.7219		0.564	1.38	0.0	2.69	0.15	0.028711592468391188	0.0	0.03969828006632651	0.0067623920834930205
tafoughalt	22.7	19.9	0.7462		0.6688	5.28	0.0	10.23	0.84	0.12113851003069054	0.0	0.16227200312124132	0.037869395667560916
tafrant	27.5	15.0	0.446		0.526	2.58	0.0	5.15	0.04	0.05715064402602176	0.0	0.07968917644763823	0.0018033045555981388
tafraout	23.4	15.0	0.9898	3.0	0.761	7.38	0.48	13.39	2.72	0.170906850256544	0.012630249447426594	0.2136424228630889	0.12262470978067344
tafraoutelmouloud	14.5	35.1	0.5522		0.1828	2.65	0.0	5.29	0.04	0.058809588700216874	0.0	0.0819650811197454	0.0018033045555981388
tafraouten	25.8	18.2	0.5736		0.453	0.66	0.0	1.24	0.18	0.011648161533812852	0.0	0.01612641024807367	0.008114870500191624
taftechna	34.5	12.1	0.611		0.6385	0.4	0.0	0.78	0.07	0.005486367029659563	0.0	0.008648437754007251	0.0031557829722967433
tagante	27.4	15.3	0.9019		0.6084	2.61	0.0	5.19	0.07	0.057861620314962524	0.0	0.08033943492538315	0.0031557829722967433
taghazout	22.3	17.8	0.8093		0.6067	5.55	2.4	8.21	3.64	0.1275372966311574	0.06315124723713297	0.12943394999512356	0.16410071455943065
taghbalte	37.7	12.1	0.8118		0.5745	0.55	0.0	1.07	0.07	0.009041248474363384	0.0	0.01336281171765782	0.0031557829722967433
taghjijt	25.7	18.6	0.7937		0.5731	0.71	0.0	1.32	0.26	0.01283312201538079	0.0	0.017426927203563484	0.011721479611387902
taghramt	26.1	12.6	0.8718		0.5314	1.69	0.0	3.36	0.04	0.03605834745411242	0.0	0.050590109568553684	0.0018033045555981388
taghzirt	25.7	18.7	0.7696		0.6004	2.53	0.0	4.99	0.18	0.05596568354445382	0.0	0.07708814253665862	0.008114870500191624
taghzout	28.6	16.7	0.4676		0.4352	2.08	0.0	4.16	0.0	0.045301039210342356	0.0	0.06359527912345181	0.0
taghzoutenaitatta	33.8	13.0	0.8656		0.6196	1.29	0.0	2.18	0.99	0.026578663601568898	0.0	0.03140748447507896	0.044631787751053933
tagleft	32.6	11.5	0.4379		0.4117	1.1	0.24	1.96	0.22	0.022075813771610726	0.006315124723713297	0.027831062847481977	0.009918175055789763
tagmout	23.4	21.9	0.6379		0.4414	1.47	0.0	2.9	0.11	0.03084452133521348	0.0	0.043112137074487265	0.0049590875278948815
tagounite	31.2	13.1	0.6988		0.5858	0.52	0.24	0.52	0.95	0.00833027218542262	0.006315124723713297	0.00442175764866536	0.04282848319545579
tah	28.3	13.9	0.8089		0.5848						0.0		0.0
tahannaout	29.5	9.8	0.9832	1.0	0.8367	7.88	5.77	11.95	0.88	0.18275645507222343	0.15182612356594052	0.19023311766427226	0.03967270022315905
tahelouante	31.2	21.0	0.2523		0.3635	2.4	0.0	4.78	0.04	0.052884786292377174	0.0	0.07367428552849785	0.0018033045555981388
tahla	24.9	17.6	0.9405		0.7136	7.68	0.0	15.28	0.18	0.17801661314595166	0.0	0.2443671359365357	0.008114870500191624
taifa	26.7	18.3	0.2257		0.5085	1.4	0.0	2.78	0.07	0.029185576661018363	0.0	0.041161361641252545	0.0031557829722967433
tainaste	27.4	14.7	0.3343		0.4199	4.56	0.0	9.08	0.11	0.10407507909611219	0.0	0.14357707188607527	0.0049590875278948815
takate	27.0	18.4	0.634		0.4599	2.82	0.0	5.64	0.0	0.06283845433754787	0.0	0.08765484280001333	0.0
takoucht	27.2	24.3	0.4541		0.1805	3.08	0.0	6.15	0.0	0.06900024884170117	0.0	0.09594563839126088	0.0
talambote	28.1	9.2	0.7122		0.5864	0.38	0.24	0.25	0.92	0.005012382837032386	0.006315124723713297	3.251292388724443e-05	0.041476004778757194
talatnyaaqoub	25.8	15.9	0.5066		0.4912	1.2	0.24	1.92	0.84	0.024445734734746604	0.006315124723713297	0.02718080436973707	0.037869395667560916
talgjount	27.0	15.9	0.5701		0.516	1.74	0.0	3.41	0.18	0.037243307935680356	0.0	0.05140293266573482	0.008114870500191624
talilit	19.0	23.8	0.6019		0.3053	4.35	0.0	8.66	0.11	0.09909824507352684	0.0	0.13674935786975376	0.0049590875278948815
taliouine	27.9	12.8	0.9671		0.7578	7.06	0.24	12.59	3.49	0.1633231031745092	0.006315124723713297	0.20063725330819077	0.15733832247593763
taliouineassaka	20.5	20.5	0.9495		0.7266	1.44	0.0	2.86	0.04	0.030133545046272716	0.0	0.04246187859674236	0.0018033045555981388
talmakante	30.1	17.4	0.4862		0.3488	1.4	0.0	2.75	0.11	0.029185576661018363	0.0	0.04067366778294387	0.0049590875278948815
talmest	27.5	15.0	0.8437		0.614	2.19	0.0	4.31	0.18	0.047907952269791824	0.0	0.0660337484149952	0.008114870500191624
talsint	30.1	13.0	0.5593		0.4636	0.71	0.0	1.23	0.48	0.01283312201538079	0.0	0.01596384562863744	0.021639654667177665
talzemt	26.2	18.8	0.0776		0.3886	2.27	0.0	4.53	0.04	0.04980388904030053	0.0	0.06961017004259219	0.0018033045555981388
tamaguert	26.3	16.4	0.6671		0.4975	0.41	0.0	0.79	0.07	0.00572335912597315	0.0	0.008811002373443478	0.0031557829722967433
