ï»¿libelle_arabe,commune,densite,densite_norm,commune_norm
??? ???????,Ain Tazitounte,4645.0,0.0081648049665704,aintazitounte
??????,Talmest,4638.0,0.0081524660989612,talmest
????? ?????,Aquouass Briech,4627.0,0.008133076449861,aquouassbriech
???? ?? ??? ????,Sidi Bouabdelli,4607.0,0.008097822542406,sidibouabdelli
??? ???????,Bin El Ouidane,4605.0,0.0080942971516605,binelouidane
?????? ??????,Arbaa Rasmouka,4598.0,0.0080819582840513,arbaarasmouka
??????,Belyounech,4593.0,0.0080731448071875,belyounech
????? ????? ?????,My Driss Aghbal,4583.0,0.00805551785346,mydrissaghbal
????? ?????,Moulay Yacoub,4545.0,0.0079885354292956,moulayyacoub
???? ????-??????,Sidi Moussa Lemhaya,4540.0,0.0079797219524319,sidimoussalemhaya
????? ???? ??????,Oulad Aamer Tizmarine,4533.0,0.0079673830848226,ouledaamertizmarine
??? ?????? ???????,Ait Bouyahia El Hajjama,4491.0,0.0078933498791672,aitbouyahiaelhajjama
??? ?????,Ait Erkha,4484.0,0.0078810110115579,aiterkha
??? ??????,Dar Chaoui,4469.0,0.0078545705809667,darchaoui
????,Debdou,4444.0,0.007810503196648,debdou
?????,Assais,4437.0,0.0077981643290388,assais
????,Louta,4408.0,0.0077470461632291,louta
?????,Aknoul,4408.0,0.0077470461632291,aknoul
????,Fezna,4399.0,0.0077311819048743,fezna
???? ???????,Tidsi-Nissendalene,4395.0,0.0077241311233833,tidsinissendalene
??? ??????,Ait Belkacem,4394.0,0.0077223684280106,aitbelkacem
??? ?????,Ain Sfa,4386.0,0.0077082668650286,ainsfa
??????,Meskala,4378.0,0.0076941653020466,meskala
???,Guir,4363.0,0.0076677248714554,guir
?????,Amouguer,4362.0,0.0076659621760826,amouguer
???? ?????,Mechraa Hammadi,4328.0,0.0076060305334092,mechraahammadi
??????,Boukhrisse,4323.0,0.0075972170565455,boukhrisse
?? ???,Oumazza,4322.0,0.0075954543611727,oumazza
??????,Bleida,4309.0,0.007572539321327,bleida
???? ????? ???????,Sidi M'hamed Ou Marzouq,4306.0,0.0075672512352087,sidimhamedoumarzouq
?????,Tiouli,4302.0,0.0075602004537177,tiouli
?????,Tagmout,4297.0,0.007551386976854,tagmout
?????,Imider,4294.0,0.0075460988907358,imider
??? ????,Ait Yahya,4293.0,0.007544336195363,aityahya
???????,Mestferki,4266.0,0.0074967434202988,mestferki
??? ?????,Bir Ennasr,4256.0,0.0074791164665713,birennasr
??????,Tamaloukte,4240.0,0.0074509133406073,tamaloukte
?????,Azrar,4240.0,0.0074509133406073,azrar
??? ???????,Ida Ou Gougmar,4225.0,0.0074244729100161,idaougougmar
??? ????,Bab Boudir,4209.0,0.0073962697840521,babboudir
??? ????,Bni Bataou,4191.0,0.0073645412673427,bnibataou
????? ?????,Oulad Massaoud,4188.0,0.0073592531812244,ouledmassaoud
???????,Bigoudine,4174.0,0.0073345754460059,bigoudine
???????? ????? ????,Rdadna Oulad Malek,4170.0,0.007327524664515,rdadnaouledmalek
????,Tlite,4166.0,0.007320473883024,tlite
???? ??????,Sidi Boumehdi,4150.0,0.00729227075706,sidiboumehdi
????? ???? ??? ??????,Zaouiat Sidi Abdelkader,4150.0,0.00729227075706,zaouiatsidiabdelkader
??? ?????,Ait Makhlouf,4135.0,0.0072658303264688,aitmakhlouf
??? ?????,Jbel Lahbib,4126.0,0.007249966068114,jbellahbib
?????,Irherm,4121.0,0.0072411525912503,irherm
??????,Taghzout,4116.0,0.0072323391143865,taghzout
?????,Amejjaou,4083.0,0.0071741701670858,amejjaou
???????,Imouzzer,4083.0,0.0071741701670858,imouzzer
????????,Er-Rissani,4076.0,0.0071618312994766,errissani
???????,Laaouinate,4071.0,0.0071530178226129,laaouinate
????,Ouijjane,4071.0,0.0071530178226129,ouijjane
???? ??????,Sidi Bouhria,4069.0,0.0071494924318674,sidibouhria
??????,Argana,4065.0,0.0071424416503764,argana
????????,Mtarnagha,4056.0,0.0071265773920216,mtarnagha
???? ????,Sidi Ghaneme,4050.0,0.0071160012197851,sidighaneme
???? ???? ?? ??? ????,Sidi Ahmed Ou Abdallah,4038.0,0.0070948488753122,sidiahmedouabdallah
??????,Tassegdelt,4030.0,0.0070807473123302,tassegdelt
?????,Azlaf,4002.0,0.0070313918418932,azlaf
??? ????,Ain Blal,3992.0,0.0070137648881657,ainblal
?????,Anougal,3988.0,0.0070067141066747,anougal
?????,Tagante,3981.0,0.0069943752390655,tagante
?????,Anergui,3975.0,0.006983799066829,anergui
????? ??????,Oulad M'rabet,3951.0,0.0069414943778831,ouledmrabet
?????????,Azaghar N'irs,3947.0,0.0069344435963921,azagharnirs
??????,Bouzemmour,3940.0,0.0069221047287828,bouzemmour
??? ????,Ain Kaicher,3900.0,0.0068515969138729,ainkaicher
??????,Talilit,3881.0,0.0068181057017907,talilit
??????,Tabaroucht,3877.0,0.0068110549202997,tabaroucht
?????,Tigouga,3867.0,0.0067934279665722,tigouga
?????? ??? ????,Arbaa Ait Ahmed,3849.0,0.0067616994498627,arbaaaitahmed
??????,Tangarfa,3840.0,0.006745835191508,tangarfa
?????,Agoudim,3822.0,0.0067141066747985,agoudim
??? ????,Ait Malek,3809.0,0.0066911916349528,aitmalek
????,Anfeg,3803.0,0.0066806154627163,anfeg
?????? ???????,Arbaa Taourirt,3798.0,0.0066718019858526,arbaataourirt
????? ???? ????,Tiffert N'ait Hamza,3784.0,0.0066471242506341,tiffertnaithamza
?????,Rislane,3783.0,0.0066453615552613,rislane
????,Tidzi,3770.0,0.0066224465154156,tidzi
?????,Tataoute,3763.0,0.0066101076478064,tataoute
??? ????,Sour El Aaz,3755.0,0.0065960060848244,sourelaaz
??? ?? ?????,Ait Ben Yacoub,3743.0,0.0065748537403514,aitbenyacoub
????? ?????,Oulad Boubker,3701.0,0.006500820534696,ouledboubker
??????,Rghioua,3666.0,0.0064391261966498,rghioua
??? ?????,Ait Daoud,3629.0,0.0063739064678581,aitdaoud
???? ???????,Sidi Boulenouar,3600.0,0.0063227883020484,sidiboulenouar
???????,Tigzmerte,3600.0,0.0063227883020484,tigzmerte
?????,Assads,3592.0,0.0063086867390664,assads
???? ?????,Tizi N'test,3588.0,0.0063016359575754,tizintest
????????,Mzilate,3573.0,0.0062751955269842,mzilate
??????,Serghina,3567.0,0.0062646193547477,serghina
??? ???? ????,Ahl Sidi Lahcen,3566.0,0.0062628566593749,ahlsidilahcen
????????,Tamchachate,3562.0,0.0062558058778839,tamchachate
???? ???? ??????,Sidi H'mad Ou Hamed,3548.0,0.0062311281426655,sidihmadouhamed
??? ???????,Dar El Hamra,3540.0,0.0062170265796835,darelhamra
???? ??? ???? ?? ?????,Sidi Abdellah Ou Belaid,3524.0,0.0061888234537195,sidiabdellahoubelaid
???????,Tizoughrane,3511.0,0.0061659084138738,tizoughrane
????,Fask,3511.0,0.0061659084138738,fask
???? ?????,Ida Ou Kazzou,3507.0,0.0061588576323828,idaoukazzou
????????,Touarga,3468.0,0.0060901125128456,touarga
??????,Tazaghine,3454.0,0.0060654347776271,tazaghine
?????,Aghbar,3447.0,0.0060530959100179,aghbar
?????? ???????,Meknassa Al Gharbia,3422.0,0.0060090285256992,meknassaelgharbia
??? ?????,Bir Gandouz,3422.0,0.0060090285256992,birgandouz
???????,Lamnizla,3420.0,0.0060055031349537,lamnizla
??? ?? ????,Ait Ouqabli,3405.0,0.0059790627043624,aitouqabli
??? ????,Ait Ammar,3392.0,0.0059561476645167,aitammar
???? ???????,Al Machouar-Stinia,3373.0,0.0059226564524345,elmachouarstinia
?????,Kouzemt,3371.0,0.005919131061689,kouzemt
????? ?????,Aouint Yghomane,3367.0,0.005912080280198,aouintyghomane
????,Tizaghte,3356.0,0.0058926906310978,tizaghte
???????,Rouached,3353.0,0.0058874025449795,rouached
??????,Imlili,3345.0,0.0058733009819975,imlili
?????????,Talmakante,3336.0,0.0058574367236428,talmakante
?????,Aqsri,3333.0,0.0058521486375246,aqsri
???????,Tifarouine,3318.0,0.0058257082069333,tifarouine
???? ??????,Targua-Ntouchka,3308.0,0.0058080812532059,targuantouchka
?????,Chakrane,3290.0,0.0057763527364964,chakrane
???? ???? ??????,Sidi Ahmed Ou Moussa,3282.0,0.0057622511735144,sidiahmedoumoussa
????? ??? ????,Oulad Ali Youssef,3279.0,0.0057569630873961,ouledaliyoussef
??? ????,Ain Orma,3275.0,0.0057499123059052,ainorma
?????,El Borj,3266.0,0.0057340480475504,elborj
??? ??????,Ait Ouikhalfen,3261.0,0.0057252345706867,aitouikhalfen
??? ?????,Ait Ouafqa,3253.0,0.0057111330077047,aitouafqa
????,Ibdar,3249.0,0.0057040822262137,ibdar
?????,Asrir,3217.0,0.0056476759742858,asrir
????? ????,Tnine Amellou,3212.0,0.005638862497422,tnineamellou
??????,Takoucht,3209.0,0.0056335744113038,takoucht
??? ????,Ait Mzal,3165.0,0.0055560158149028,aitmzal
????? ????? ???????,Oulad Daoud Zkhanine,3145.0,0.0055207619074479,ouleddaoudzkhanine
?? ???????,Oum El Guerdane,3143.0,0.0055172365167024,oumelguerdane
???????,Lagouira,3127.0,0.0054890333907384,lagouira
??????,Tachraft,3082.0,0.0054097120989647,tachraft
??????,Touissit,3065.0,0.005379746277628,touissit
???????,Mibladen,3052.0,0.0053568312377823,mibladen
????,Adar,3038.0,0.0053321535025638,adar
????,Tiout,3017.0,0.0052951368997361,tiout
???? ??? ???? ?? ????,Sidi Abdellah Ou Said,3003.0,0.0052704591645176,sidiabdellahousaid
?????,Issafen,2994.0,0.0052545949061629,issafen
???????,El Foqra,2965.0,0.0052034767403532,elfoqra
??????,Abaynou,2932.0,0.0051453077930525,abaynou
???????,Tahelouante,2910.0,0.005106528494852,tahelouante
??????,Tadrart,2887.0,0.0050659865012788,tadrart
?????,Mrija,2881.0,0.0050554103290423,mrija
???????,Bouqachmir,2877.0,0.0050483595475513,bouqachmir
?????,Aouguenz,2866.0,0.0050289698984511,aouguenz
??????,Akhfennir,2841.0,0.0049849025141324,akhfennir
???? ????,Tizi N'ghachou,2836.0,0.0049760890372686,tizinghachou
??????,Tanourdi,2834.0,0.0049725636465231,tanourdi
????,Aday,2825.0,0.0049566993881684,aday
??? ????,Ait Mazigh,2765.0,0.0048509376658035,aitmazigh
???? ??????,Sidi Bouzineb,2756.0,0.0048350734074487,sidibouzineb
????,Ammelne,2736.0,0.0047998194999938,ammelne
?????,Idmine,2715.0,0.0047628028971661,idmine
??????,Talzemt,2701.0,0.0047381251619476,talzemt
??????,Boutrouch,2693.0,0.0047240235989656,boutrouch
???????,Al Manzla,2680.0,0.0047011085591199,elmanzla
?????? ??? ??? ????,Arbaa Ait Abdellah,2671.0,0.0046852443007651,arbaaaitabdellah
??? ?????,Ait Saadelli,2629.0,0.0046112110951097,aitsaadelli
??????,Sbouya,2606.0,0.0045706691015365,sbouya
?????,Gafait,2602.0,0.0045636183200455,gafait
??? ???? ?????,Ait Aissa Ihahane,2563.0,0.0044948732005083,aitaissaihahane
?????? ?????,Laqsabi Tagoust,2554.0,0.0044790089421536,laqsabitagoust
????? ?????,Oulad Ftata,2552.0,0.0044754835514081,ouledftata
??????,Lebkhata,2541.0,0.0044560939023078,lebkhata
??? ?????,Ibn Yacoub,2530.0,0.0044367042532076,ibnyacoub
????? ????,Aouint Lahna,2526.0,0.0044296534717166,aouintlahna
????? ???? ?????,Oulad Fares El Halla,2521.0,0.0044208399948529,ouledfareselhalla
???? ????,Sidi Hcine,2510.0,0.0044014503457526,sidihcine
????,Mesti,2502.0,0.0043873487827707,mesti
????? ?????,Oulad Gouaouch,2474.0,0.0043379933123337,ouledgouaouch
???? ????,Afella Ighir,2412.0,0.0042287061992233,afellaighir
??? ????,Ait Bazza,2397.0,0.0042022657686321,aitbazza
??????,Aguinane,2396.0,0.0042005030732593,aguinane
??? ???????,Ain Erreggada,2391.0,0.0041916895963956,ainerreggada
????????,Tafoughalt,2362.0,0.0041405714305859,tafoughalt
???? ?????,Sidi Boubker,2351.0,0.0041211817814857,sidiboubker
???????,Jbarna,2328.0,0.0040806397879124,jbarna
??? ????,Ait Issafen,2322.0,0.004070063615676,aitissafen
????? ?????,Ouled M'hamed,2316.0,0.0040594874434395,ouledmhamed
????? ??????,Almis Marmoucha,2292.0,0.0040171827544935,almismarmoucha
??????????,Al Barkanyene,2278.0,0.003992505019275,elbarkanyene
????,Amalou,2188.0,0.0038338624357277,amalou
???? ????,Sidi Boaal,2180.0,0.0038197608727457,sidiboaal
??? ?????,Ait Ouabelli,2134.0,0.0037386768855993,aitouabelli
??????,Al Kharroub,2099.0,0.0036769825475531,elkharroub
?????,Aziar,2053.0,0.0035958985604066,aziar
???????,Tazarine,2030.0,0.0035553565668334,tazarine
????,Afsou,2020.0,0.0035377296131059,afsou
??? ??????,Ida-Ougnidif,2020.0,0.0035377296131059,idaougnidif
??????,Tizounine,2008.0,0.003516577268633,tizounine
?????? ???????,Tafraout El Mouloud,1972.0,0.003453120235214,tafraoutelmouloud
??????,Imaouen,1969.0,0.0034478321490958,imaouen
???? ???,Sidi Ali,1966.0,0.0034425440629775,sidiali
??? ?????,Imi-N'fast,1952.0,0.0034178663277591,iminfast
?????,Tanalt,1946.0,0.0034072901555226,tanalt
???????,Tarsouat,1939.0,0.0033949512879133,tarsouat
?????,Hilala,1858.0,0.0032521729627207,hilala
?????,Tindine,1853.0,0.003243359485857,tindine
?? ?????,Foum El Oued,1844.0,0.0032274952275022,foumeloued
??? ????,Abbou Lakhal,1789.0,0.0031305469820011,abboulakhal
??? ??????,Bir Anzarane,1733.0,0.0030318360411272,biranzarane
??? ?????,Ait El Mane,1694.0,0.00296309092159,aitelmane
????? ????,Tnine Aday,1685.0,0.0029472266632352,tnineaday
???????,Bouyablane,1667.0,0.0029154981465258,bouyablane
?????,Adaghas,1656.0,0.0028961084974255,adaghas
???? ????,Sidi Amar,1625.0,0.0028414649408703,sidiamar
??? ??? ????,Ait Abdallah,1594.0,0.0027868213843151,aitabdallah
??? ??????,Ain Chair,1499.0,0.002619365323904,ainchair
?????,Msied,1499.0,0.002619365323904,msied
?????,Isseksi,1464.0,0.0025576709858578,isseksi
????????,Toumliline,1463.0,0.0025559082904851,toumliline
??? ?????,Ait Ouaarda,1459.0,0.0025488575089941,aitouaarda
??? ????,Ait Ichou,1454.0,0.0025400440321304,aitichou
??????,Nihit,1442.0,0.0025188916876574,nihit
???????,Oualqadi,1433.0,0.0025030274293026,oualqadi
??????,Tisfane,1414.0,0.0024695362172204,tisfane
???????,Tafajight,1397.0,0.0024395703958837,tafajight
???? ????,Sidi Mzal,1367.0,0.0023866895347013,sidimzal
??????,Bsara,1335.0,0.0023302832827733,bsara
???? ??????,Irigh N'tahala,1329.0,0.0023197071105368,irighntahala
??? ?????,Ras Asfour,1275.0,0.0022245215604084,rasasfour
????? ???? ??? ??????,Ouled Sidi Abdelhakem,1274.0,0.0022227588650357,ouledsidiabdelhakem
????,Adrej,1214.0,0.0021169971426708,adrej
?????,Amtdi,1137.0,0.0019812695989691,amtdi
????? ??????,Oulad Bourima,1117.0,0.0019460156915142,ouledbourima
???????,Tassrirt,1083.0,0.0018860840488407,tassrirt
???? ??????,Tizi Ntakoucht,1082.0,0.001884321353468,tizintakoucht
???????,Toufelaazt,1061.0,0.0018473047506402,toufelaazt
???????,Labouirat,1056.0,0.0018384912737765,labouirat
??????,Boukraa,1022.0,0.0017785596311031,boukraa
???????,Naima,1018.0,0.0017715088496121,naima
???????,Aghouinite,1006.0,0.0017503565051391,aghouinite
??????,Touizgui,983.0,0.0017098145115659,touizgui
??? ??????,Imi N'tayart,973.0,0.0016921875578384,imintayart
?????,Aferkat,958.0,0.0016657471272472,aferkat
??? ?????,Ait Boufoulen,941.0,0.0016357813059104,aitboufoulen
??????,El Atef,929.0,0.0016146289614375,elatef
?????? ??????,Echatea El Abied,922.0,0.0016022900938282,echateaelabied
??????,Daoura,902.0,0.0015670361863733,daoura
???????,Dcheira,901.0,0.0015652734910005,dcheira
?????,Tah,894.0,0.0015529346233913,tah
????? ????,Taliouine Assaka,865.0,0.0015018164575816,taliouineassaka
??????,Jraifia,835.0,0.0014489355963991,jraifia
??? ?????,Rass Oumlil,815.0,0.0014136816889441,rassoumlil
?????,Tabia,814.0,0.0014119189935714,tabia
?????,Tiglit,798.0,0.0013837158676074,tiglit
??????,Tilemzoun,745.0,0.0012902930128518,tilemzoun
??? ???????,Ain Chouater,705.0,0.0012197851979418,ainchouater
?????,Abteh,647.0,0.0011175488663224,abteh
?????,Mijik,646.0,0.0011157861709497,mijik
???? ????,Targa Wassay,635.0,0.0010963965218494,targawassay
?????,Zoug,592.0,0.0010206006208213,zoug
??????,Al Mahbass,582.0,0.0010029736670938,elmahbass
????????,El Hagounia,561.0,0.0009659570642661,elhagounia
?????,Labyar,432.0,0.0007385693611815,labyar
?? ????,Ben Khlil,375.0,0.0006380957249349,benkhlil
???? ???? ??????,Sidi Ahmed Laaroussi,329.0,0.0005570117377884,sidiahmedlaaroussi
????????,Jdiriya,318.0,0.0005376220886882,jdiriya
?????,Lamssid,305.0,0.0005147070488425,lamssid
??????,Amgala,282.0,0.0004741650552693,amgala
?????,Aousserd,273.0,0.0004583007969145,aousserd
????,Haouza,258.0,0.0004318603663233,haouza
???????,Chbika,182.0,0.0002978955179944,chbika
????,Tichla,139.0,0.0002220996169662,tichla
???? ????,Gueltat Zemmour,89.0,0.0001339648483288,gueltatzemmour
???????,Tifariti,83.0,0.0001233886760923,tifariti
??????? ??????,Gleibat El Foula,34.0,3.701660282771592e-05,gleibatelfoula
?? ?????,Oum Dreyga,13.0,0.0,oumdreyga
????,Sebta,,,sebta
??????,Melilia,,,melilia
