commune_norm	commune	taux_jeunesse	taux_vieillesse	INIV	nb_atm	IEDU	Indice_accessibilite_x	Indice_accessibilite_y	Indice_transport	indice_densite_routiere_x	Indice_POI_x	densite_norm	Indice_POI_y	indice_densite_routiere_y	indice_transport	Indice_accessibilite	densite
elmachouarstinia	Al Machouar-Stinia	17.6	25.1	0.972		0.886						0.0059226564524345	1.65	1.45	0.0		3373.0
elmachouastinia					1.0		1.06	1.06	0.0	1.45	1.65					1.06	
elmahbass	Al Mahbass	27.3	10.0	0.8867		0.5287	0.1	0.1	0.0	0.21	0.0	0.0010029736670938	0.0	0.21	0.0	0.1	582.0
elmajjatiaouledtaleb							10.48	10.48	6.01	17.16	0.51		0.51	17.16	6.01	10.48	
elmansouria	El Mansouria	26.5	12.5	0.972	1.0	0.7933	11.25	11.25	0.72	21.65	1.03	0.0513155876914507	1.03	21.65	0.72	11.25	29125.0
elmanzla	Al Manzla	27.4	14.7	0.5322		0.5386	4.16	4.16	7.69	3.65	0.15	0.0047011085591199	0.15	3.65	7.69	4.16	2680.0
elmarbouh	El Marbouh	31.9	11.5	0.8021		0.6517	4.3	4.3	0.0	8.55	0.11	0.0166662847493359	0.11	8.55	0.0	4.3	9468.0
elmariniyine	El Mariniyine	24.6	14.9	0.9402		0.7272	22.12	22.12	1.2	37.72	14.51	0.3637744948555735	14.51	37.72	1.2	22.12	206387.0
elmarsa	El Marsa	30.8	3.4	0.9749		0.7903						0.0500393962415809	0.0	0.0	0.0		28401.0
elmenzeh	El Menzeh	22.9	16.5	0.9753		0.7928	8.39	8.39	6.01	12.89	0.7	0.0125680180076959	0.7	12.89	6.01	8.39	7143.0
elmenzel	El Menzel	23.6	19.7	0.9677		0.8119	8.8	8.8	0.0	17.55	0.11	0.0200682868187402	0.11	17.55	0.0	8.8	11398.0
elmers	El Mers	26.0	18.9	0.5697		0.4928	0.57	0.57	0.0	1.08	0.15	0.0085913772467755	0.15	1.08	0.0	0.57	4887.0
elorjane	El Orjane	29.9	14.7	0.7943		0.5175	0.76	0.76	0.0	1.49	0.07	0.0135604155025532	0.07	1.49	0.0	0.76	7706.0
elouatia	El Ouatia	31.7	5.4	0.9815		0.8489	13.33	13.33	0.24	26.04	1.18	0.022717617963981	1.18	26.04	0.24	13.33	12901.0
eloued	Al Oued	28.4	12.9	0.692		0.5635	1.11	1.11	0.0	2.09	0.33	0.0191463971387928	0.33	2.09	0.0	1.11	10875.0
elouidane	Al Ouidane	29.7	11.0	0.9061		0.6787						0.0659865012788355	0.0	0.0	0.0		37448.0
elyoussoufia	El Youssoufia	19.6	17.5	0.9794		0.7843	22.58	22.58	10.34	37.78	2.94	0.2775310983531137	2.94	37.78	10.34	22.58	157460.0
enjil	Enjil	27.7	13.9	0.5556		0.5016	0.6	0.6	0.0	1.18	0.04	0.0140469194254318	0.04	1.18	0.0	0.6	7982.0
ennzala	En-Nzala	33.3	11.9	0.4869		0.3551	1.19	1.19	0.0	2.32	0.15	0.0085666995115571	0.15	2.32	0.0	1.19	4873.0
ermila	Ermila	30.3	12.3	0.7721		0.5352	1.23	1.23	0.24	2.29	0.07	0.0146656255012664	0.07	2.29	0.24	1.23	8333.0
errachidia	Errachidia	27.8	12.1	0.9961	1.0	0.8785	11.81	11.81	1.44	20.84	4.77	0.1687093368211199	4.77	20.84	1.44	11.81	95724.0
errafiaya	Errafiaya	32.1	14.3	0.8479		0.5372	1.96	1.96	0.0	3.93	0.0	0.0084944290012744	0.0	3.93	0.0	1.96	4832.0
errich	Er-Rich	28.2	13.1	0.9843	1.0	0.8397	4.78	4.78	0.24	8.95	1.18	0.050129293705591	1.18	8.95	0.24	4.78	28452.0
errissani	Er-Rissani	33.5	10.5	0.5821		0.5004	0.62	0.62	0.0	0.95	0.73	0.0071618312994766	0.73	0.95	0.0	0.62	4076.0
errouha	Errouha	35.4	10.2	0.6651		0.4981	1.06	1.06	0.0	2.1	0.04	0.016756182213346	0.04	2.1	0.0	1.06	9519.0
errteb	Er-Rteb	31.2	14.6	0.8451		0.7317	0.57	0.57	0.0	0.99	0.37	0.0226312458907164	0.37	0.99	0.0	0.57	12852.0
esbiaat	Esbiaat	31.1	13.0	0.7175		0.5326	1.96	1.96	0.0	3.93	0.0	0.0257899959986815	0.0	3.93	0.0	1.96	14644.0
essaouira	Essaouira	22.1	15.6	0.9804	11.0	0.7955	8.51	8.51	2.16	7.46	20.68	0.1447578320962149	20.68	7.46	2.16	8.51	82136.0
essemara	Es-Semara	28.1	8.9	0.9833		0.7406						0.0954975472093888	0.0	0.0	0.0		54190.0
essfalat	Es-Sfalat	29.7	14.6	0.6983		0.657	1.74	1.74	0.0	3.46	0.07	0.0151115874305718	0.07	3.46	0.0	1.74	8586.0
essifa	Es-Sifa	33.4	11.8	0.8814		0.6217	3.12	3.12	0.0	6.22	0.04	0.0114892484395739	0.04	6.22	0.0	3.12	6531.0
ettaous	Et-Taous	31.5	9.2	0.9026	1.0	0.6458	1.94	1.94	0.48	1.3	5.73	0.0158431060102624	5.73	1.3	0.48	1.94	9001.0
ezzaouite	Ezzaouite	31.6	16.6	0.4903		0.367	2.97	2.97	0.0	5.92	0.04	0.0102324466388043	0.04	5.92	0.0	2.97	5818.0
ezzhiliga	Ezzhiliga	25.9	15.9	0.6711		0.4125	1.68	1.68	0.0	3.34	0.04	0.0260438241323572	0.04	3.34	0.0	1.68	14788.0
famelhisn	Fam El Hisn	26.6	16.3	0.9373		0.6739	0.46	0.46	0.0	0.83	0.22	0.0085525979485751	0.22	0.83	0.0	0.46	4865.0
fask	Fask	25.5	18.4	0.881		0.5885	1.31	1.31	0.0	2.51	0.29	0.0061659084138738	0.29	2.51	0.0	1.31	3511.0
fasmadina												0.0866435283520737					49167.0
fdalate	Fdalate	26.7	13.6	0.9137		0.7477	4.04	4.04	0.0	8.04	0.11	0.0223580281079404	0.11	8.04	0.0	4.04	12697.0
fennassababelhit	Fennassa Bab El Hit	28.1	17.1	0.1086		0.2965	0.69	0.69	0.0	1.38	0.0	0.0181064068688713	0.0	1.38	0.0	0.69	10285.0
ferklaeloulia	Ferkla El Oulia	29.6	12.8	0.9272		0.785	0.57	0.57	0.0	0.76	0.95	0.0411571742583018	0.95	0.76	0.0	0.57	23362.0
ferklaessoufla	Ferkla Es-Soufla	27.5	15.0	0.8885		0.7044	3.18	3.18	0.0	6.29	0.15	0.0209090925115412	0.15	6.29	0.0	3.18	11875.0
fesmedina	Fès-Médina	20.8	18.9	0.9056	8.0	0.7446	21.77	21.77	3.12	34.88	16.97		16.97	34.88	3.12	21.77	
fezna	Fezna	31.4	13.1	0.8459		0.7127	1.16	1.16	0.0	2.14	0.44	0.0077311819048743	0.44	2.14	0.0	1.16	4399.0
fezouane	Fezouane	25.8	17.0	0.7592		0.6079	3.04	3.04	0.0	5.91	0.44	0.0101601761285216	0.44	5.91	0.0	3.04	5777.0
fezouata	Fezouata	36.0	11.4	0.6878		0.6013	0.98	0.98	0.0	1.91	0.11	0.014080410637514	0.11	1.91	0.0	0.98	8001.0
fifi	Fifi	25.9	13.2	0.5358		0.4235	0.59	0.59	0.0	1.14	0.11	0.0118964310706787	0.11	1.14	0.0	0.59	6762.0
figuig	Figuig	20.9	23.0	0.9072		0.7746	1.21	1.21	0.0	1.25	2.94	0.0174330572364814	2.94	1.25	0.0	1.21	9903.0
fnideq	Fnideq	28.6	10.3	0.9381	1.0	0.7101	9.55	9.55	3.12	16.47	1.91	0.1344584030332462	1.91	16.47	3.12	9.55	76293.0
foqraouledaameur	Foqra Oulad Aameur	28.4	15.2	0.6992		0.3935	2.68	2.68	0.0	5.35	0.0	0.0107171878663101	0.0	5.35	0.0	2.68	6093.0
foumelanceur	Foum El Anceur	29.9	12.4	0.6991		0.6479	1.27	1.27	0.0	2.49	0.11	0.0426783803649837	0.11	2.49	0.0	1.27	24225.0
foumeloued	Foum El Oued	29.4	8.9	0.976		0.7175						0.0032274952275022	0.0	0.0	0.0		1844.0
foumjemaa	Foum Jemaa	26.4	16.7	0.8209		0.5928	2.61	2.61	0.0	5.2	0.07	0.0164953032981793	0.07	5.2	0.0	2.61	9371.0
foumoudi	Foum Oudi	29.9	12.7	0.8846		0.7727	1.02	1.02	0.0	2.02	0.04	0.0284657675745135	0.04	2.02	0.0	1.02	16162.0
foumzguid	Foum Zguid	30.3	14.1	0.8523		0.565	3.82	3.82	0.48	7.01	0.88	0.0141562065385422	0.88	7.01	0.48	3.82	8044.0
fquihbensalah	Fquih Ben Salah	25.6	16.1	0.9513		0.7643	17.19	17.19	0.0	33.21	2.94	0.1713375156218877	2.94	33.21	0.0	17.19	97215.0
fraita	Fraita	31.7	13.3	0.7705		0.4632	1.81	1.81	0.0	3.62	0.0	0.0188749420513896	0.0	3.62	0.0	1.81	10721.0
freija	Freija	26.3	13.5	0.8597		0.5423	1.97	1.97	0.0	3.86	0.18	0.0158483940963806	0.18	3.86	0.0	1.97	9004.0
fritissa	Fritissa	32.2	10.0	0.6455		0.4705	1.02	1.02	0.0	1.93	0.26	0.0521422918212697	0.26	1.93	0.0	1.02	29594.0
gafait	Gafait	24.3	18.5	0.6642		0.4823	0.84	0.84	0.0	1.69	0.0	0.0045636183200455	0.0	1.69	0.0	0.84	2602.0
galaz	Galaz	26.0	17.4	0.3043		0.3949	2.44	2.44	0.0	4.86	0.07	0.0267630038444386	0.07	4.86	0.0	2.44	15196.0
galdamane	Galdamane	27.8	14.3	0.6671		0.5341	1.73	1.73	0.0	3.41	0.11	0.0382786927146037	0.11	3.41	0.0	1.73	21729.0
gdana	Gdana	27.0	16.5	0.7304		0.5488	4.7	4.7	0.0	9.4	0.0	0.014893013204351	0.0	9.4	0.0	4.7	8462.0
ghafsai							23.29	23.29	0.24	46.28	0.4		0.4	46.28	0.24	23.29	
ghassate	Ghassate	26.8	18.2	0.8178		0.4559	0.61	0.61	0.0	1.12	0.26	0.0125944584382871	0.26	1.12	0.0	0.61	7158.0
gheriselouloui	Gheris El Ouloui	28.0	14.8	0.9227		0.7512	0.58	0.58	0.0	1.14	0.04	0.0214678669447024	0.04	1.14	0.0	0.58	12192.0
gherisessoufli	Gheris Es-Soufli	29.5	15.3	0.8996		0.7342	1.0	1.0	0.0	1.99	0.04	0.0120991410385448	0.04	1.99	0.0	1.0	6877.0
ghiataelgharbia	Ghiata Al Gharbia	29.1	14.6	0.6633		0.5644	1.89	1.89	0.0	3.74	0.11	0.0395161048662731	0.11	3.74	0.0	1.89	22431.0
ghmate	Ghmate	29.1	12.8	0.7488		0.5965	4.76	4.76	6.97	5.1	0.59	0.0504712566079042	0.59	5.1	6.97	4.76	28646.0
gleibatelfoula	Gleibat El Foula	5.9	26.5	0.7627		0.2658						3.701660282771592e-05	0.0	0.0	0.0		34.0
gmassa	Gmassa	28.7	15.9	0.6756		0.4813	2.19	2.19	0.0	4.36	0.04	0.0187920953688704	0.04	4.36	0.0	2.19	10674.0
goulmima	Goulmima	25.4	17.0	0.9612	1.0	0.8201	6.52	6.52	0.0	12.62	1.03	0.0257529793958537	1.03	12.62	0.0	6.52	14623.0
gourrama	Gourrama	32.1	12.7	0.7785		0.5886	1.23	1.23	0.0	2.44	0.04	0.0280656357248996	0.04	2.44	0.0	1.23	15935.0
gteter	Gteter	32.8	10.3	0.5597		0.244	1.77	1.77	0.48	3.14	0.29	0.0144611528380276	0.29	3.14	0.48	1.77	8217.0
gueliz	Gueliz	20.0	16.9	0.9977	8.0	0.8005	40.42	40.42	44.47	42.09	30.19	0.3827569613247008	30.19	42.09	44.47	40.42	217156.0
guelmim	Guelmim	26.9	12.3	0.9859	1.0	0.7609	16.28	16.28	0.48	30.74	3.82	0.2227183230421301	3.82	30.74	0.48	16.28	126364.0
gueltatzemmour	Gueltat Zemmour	13.5	19.1	0.4225		0.2071						0.0001339648483288	0.0	0.0	0.0		89.0
guenfouda	Guenfouda	25.0	16.4	0.8251		0.6027	1.92	1.92	0.0	3.78	0.15	0.0100403128431747	0.15	3.78	0.0	1.92	5709.0
guercif	Guercif	27.4	12.4	0.9597		0.749	11.11	11.11	0.24	20.83	3.12	0.1397006590717998	3.12	20.83	0.24	11.11	79267.0
guerstiaallaline	Guers Tiaallaline	31.8	12.6	0.7396		0.6202	1.08	1.08	0.0	1.93	0.59	0.0264510067634621	0.59	1.93	0.0	1.08	15019.0
guettaya	Guettaya	25.7	18.6	0.7336		0.5721	3.64	3.64	0.0	7.26	0.07	0.0231618171979136	0.07	7.26	0.0	3.64	13153.0
gueznaia	Gueznaia	32.1	5.7	0.9755	1.0	0.8059	16.98	16.98	33.17	13.05	2.5	0.1562805717478711	2.5	13.05	33.17	16.98	88673.0
guigou	Guigou	27.7	12.7	0.7671		0.5821	1.1	1.1	0.0	2.07	0.33	0.0434698305873477	0.33	2.07	0.0	1.1	24674.0
guir	Guir	33.7	13.4	0.6384		0.4846	0.77	0.77	0.0	1.53	0.04	0.0076677248714554	0.04	1.53	0.0	0.77	4363.0
guisser	Guisser	30.6	14.0	0.8192		0.64	4.3	4.3	0.24	8.42	0.07	0.0214555280770932	0.07	8.42	0.24	4.3	12185.0
gzenayaeljanoubia	Gzenaya Al Janoubia	27.0	15.6	0.5985		0.4653	2.6	2.6	0.0	5.18	0.07	0.0142989848637348	0.07	5.18	0.0	2.6	8125.0
hadbouhssoussen	Had Bouhssoussen	26.5	15.6	0.7462		0.5455	2.37	2.37	0.0	4.68	0.15	0.0128500492673356	0.15	4.68	0.0	2.37	7303.0
hadboumoussa	Had Boumoussa	31.3	14.3	0.8285		0.5774	1.2	1.2	0.0	2.36	0.11	0.0725155249394954	0.11	2.36	0.0	1.2	41152.0
haddada	Haddada	34.8	7.7	0.6952		0.5943	1.81	1.81	1.44	2.63	0.33	0.0399056605436505	0.33	2.63	1.44	1.81	22652.0
haddra	Had Dra	27.2	15.9	0.7618		0.5284	2.1	2.1	0.48	3.64	0.7	0.0166081158020352	0.7	3.64	0.48	2.1	9435.0
hadelgharbia	Had Al Gharbia	26.0	15.8	0.6636		0.5616	3.61	3.61	3.85	4.85	0.15	0.0226012800693796	0.15	4.85	3.85	3.61	12835.0
hadkourt	Had Kourt	26.2	14.1	0.9337		0.6536	9.24	9.24	0.0	18.46	0.07	0.0150551811786438	0.07	18.46	0.0	9.24	8554.0
hadsoualem	Had Soualem	30.6	8.4	0.9602		0.801	12.69	12.69	0.0	24.64	1.84	0.1317579537221956	1.84	24.64	0.0	12.69	74761.0
haouza	Haouza	19.8	14.0	0.5197		0.3457						0.0004318603663233	0.0	0.0	0.0		258.0
haouzia	Haouzia	31.5	9.5	0.7634		0.4897	12.5	12.5	15.38	15.4	0.95	0.0630375119202274	0.95	15.4	15.38	12.5	35775.0
harbil	Harbil	32.8	7.7	0.9262		0.7235	7.01	7.01	13.7	5.32	1.18	0.1836411293236714	1.18	5.32	13.7	7.01	104195.0
harhoura	Harhoura	19.4	21.7	1.0		0.6935	27.54	27.54	7.69	48.53	4.85	0.03690379032386	4.85	48.53	7.69	27.54	20949.0
hassan	Hassan	13.7	26.3	0.9932	17.0	0.8246	53.82	53.82	17.07	87.24	25.38	0.1616091998596894	25.38	87.24	17.07	53.82	91696.0
hassiberkane	Hassi-Berkane	27.5	15.1	0.5542		0.3934	1.36	1.36	0.24	2.54	0.11	0.0131056400963841	0.11	2.54	0.24	1.36	7448.0
hattane	Hattane	25.5	17.6	0.9533		0.8485	9.79	9.79	3.37	17.54	0.04	0.0171228228508777	0.04	17.54	3.37	9.79	9727.0
hayhassani	Hay-Hassani	22.4	13.9	0.9866	9.0	0.8169	54.81	54.81	68.27	61.51	17.85	0.946345315548912	17.85	61.51	68.27	54.81	536887.0
haymohammadi	Hay-Mohammadi	17.8	21.5	0.9795	1.0	0.8755	40.38	40.38	12.5	72.33	2.35	0.183538892992052	2.35	72.33	12.5	40.38	104137.0
helmerbaa	Hel Merbaa	25.4	20.4	0.8693		0.5937	1.3	1.3	0.0	2.58	0.04	0.0170047222609035	0.04	2.58	0.0	1.3	9660.0
hiadna	Hiadna	34.0	9.7	0.7131		0.5183	0.96	0.96	0.0	1.85	0.18	0.0226506355398166	0.18	1.85	0.0	0.96	12863.0
hilala	Hilala	19.6	29.2	0.1712		0.3231	2.94	2.94	0.0	5.85	0.07	0.0032521729627207	0.07	5.85	0.0	2.94	1858.0
hjarennhal	Hjar Ennhal	34.3	7.1	0.9204		0.7379	9.59	9.59	19.71	7.26	0.22	0.0445750405860609	0.22	7.26	19.71	9.59	25301.0
houaraouledraho	Houara Oulad Raho	28.9	12.3	0.7706		0.5441	1.62	1.62	0.0	3.03	0.55	0.0699331762184191	0.55	3.03	0.0	1.62	39687.0
houderrane	Houderrane	22.2	22.8	0.7718		0.5881	2.04	2.04	0.0	4.06	0.04	0.0106361038791637	0.04	4.06	0.0	2.04	6047.0
hrara	Hrara	30.0	12.2	0.6625		0.5722	2.3	2.3	0.0	4.49	0.29	0.0523820183919635	0.29	4.49	0.0	2.3	29730.0
hssaine	Hssaine	23.3	13.0	0.9942		0.8526	26.87	26.87	26.92	34.76	7.09	0.410524701531606	7.09	34.76	26.92	26.87	232909.0
hssyia	H'ssyia	39.2	12.1	0.846		0.5899	0.69	0.69	0.0	1.36	0.07	0.020623535861156	0.07	1.36	0.0	0.69	11713.0
iaazzanene	Iaazzanene	26.1	17.7	0.8838		0.6115	1.72	1.72	0.0	3.36	0.22	0.0196945953997176	0.22	3.36	0.0	1.72	11186.0
ibdar	Ibdar	23.1	25.4	0.857		0.4521	4.27	4.27	0.0	8.52	0.07	0.0057040822262137	0.07	8.52	0.0	4.27	3249.0
ibnyacoub	Ibn Yacoub	26.3	21.1	0.6608		0.4863	1.57	1.57	0.0	3.12	0.04	0.0044367042532076	0.04	3.12	0.0	1.57	2530.0
ichamraren	Ichamraren	30.9	18.1	0.5251		0.3086	2.56	2.56	0.0	5.12	0.0	0.0100332620616837	0.0	5.12	0.0	2.56	5705.0
idaouaazza	Ida Ou Aazza	29.6	14.6	0.7188		0.3312	1.97	1.97	0.0	3.93	0.04	0.0133806205745329	0.04	3.93	0.0	1.97	7604.0
idaougailal	Ida Ou Gailal	27.4	15.9	0.5303		0.3853	2.14	2.14	0.0	4.26	0.04	0.0106167142300634	0.04	4.26	0.0	2.14	6036.0
idaougnidif	Ida-Ougnidif	16.0	30.9	0.7937		0.475	4.52	4.52	0.0	8.9	0.37	0.0035377296131059	0.37	8.9	0.0	4.52	2020.0
idaougougmar	Ida Ou Gougmar	19.4	31.4	0.7165		0.3591	2.23	2.23	0.0	4.39	0.18	0.0074244729100161	0.18	4.39	0.0	2.23	4225.0
idaougoummad	Ida-Ougoummad	24.8	19.4	0.7042		0.5993	3.33	3.33	0.0	6.6	0.15	0.0132730961567952	0.15	6.6	0.0	3.33	7543.0
idaouguelloul	Ida Ou Guelloul	27.4	16.9	0.8391		0.5421	1.8	1.8	0.0	3.58	0.04	0.0089421536259525	0.04	3.58	0.0	1.8	5086.0
idaoukazzou	Ida Ou Kazzou	25.9	20.9	0.2281		0.2502	0.82	0.82	0.0	1.63	0.0	0.0061588576323828	0.0	1.63	0.0	0.82	3507.0
idaoumoumen	Ida Ou Moumen	26.3	16.1	0.6477		0.5023	0.08	0.08	0.0	0.09	0.15	0.0102588870693955	0.15	0.09	0.0	0.08	5833.0
idelsane	Idelsane	29.2	15.1	0.8856		0.6395	0.46	0.46	0.0	0.75	0.4	0.0152772807956101	0.4	0.75	0.0	0.46	8680.0
idmine	Idmine	21.4	23.0	0.5549		0.3627	2.78	2.78	0.0	5.49	0.15	0.0047628028971661	0.15	5.49	0.0	2.78	2715.0
iferni	Iferni	25.5	21.5	0.7108		0.5453	0.67	0.67	0.0	1.26	0.18	0.0085666995115571	0.18	1.26	0.0	0.67	4873.0
ifrane	Ifrane	23.6	14.3	1.0	4.0	0.7864	13.32	13.32	0.48	25.16	2.97	0.0238757088238767	2.97	25.16	0.48	13.32	13558.0
ifraneatlassaghir	Ifrane Atlas Saghir	24.8	20.5	0.9119	1.0	0.6056	3.18	3.18	0.0	6.28	0.18	0.0181592877300537	0.18	6.28	0.0	3.18	10315.0
ighil	Ighil	31.3	15.6	0.5029		0.5185	0.77	0.77	0.0	1.53	0.04	0.0082018215693981	0.04	1.53	0.0	0.77	4666.0
ighilnoumgoun	Ighil N'oumgoun	35.2	10.6	0.45		0.3712	1.95	1.95	0.0	3.41	1.21	0.040903346124626	1.21	3.41	0.0	1.95	23218.0
ighoud	Ighoud	32.6	11.8	0.4944		0.4788	2.48	2.48	0.0	4.95	0.04	0.0388903480089474	0.04	4.95	0.0	2.48	22076.0
ighremnougdal	Ighrem N'ougdal	26.3	15.2	0.8598	1.0	0.5108	1.55	1.55	0.0	2.62	1.18	0.0241718416464984	1.18	2.62	0.0	1.55	13726.0
ighzrane							4.54	4.54	0.0	9.05	0.07		0.07	9.05	0.0	4.54	
igli	Igli	27.2	13.0	0.8762		0.6451	1.11	1.11	0.0	2.2	0.07	0.024356924660637	0.07	2.2	0.0	1.11	13831.0
igoudarmnabha	Igoudar Mnabha	27.1	12.7	0.839		0.5159	2.8	2.8	0.0	5.56	0.11	0.0192891754639854	0.11	5.56	0.0	2.8	10956.0
iguerferouane	Iguerferouane	30.4	12.7	0.5692		0.4018	1.13	1.13	0.48	1.96	0.04	0.0217728132441879	0.04	1.96	0.48	1.13	12365.0
iguidi	Iguidi	28.5	16.6	0.4723		0.4015	1.83	1.83	0.0	3.59	0.18	0.0139887504781311	0.18	3.59	0.0	1.83	7949.0
ihaddadene	Ihaddadene	25.5	15.8	0.8883		0.7384	8.04	8.04	1.92	14.79	0.37	0.027593233365003	0.37	14.79	1.92	8.04	15667.0
ijermaouas	Ijermaouas	25.2	16.8	0.4933		0.2911	0.36	0.36	0.0	0.68	0.11	0.0093211331310934	0.11	0.68	0.0	0.36	5301.0
ijoukak	Ijoukak	26.5	17.0	0.3042		0.4237	1.08	1.08	0.0	1.81	0.88	0.0099063479948458	0.88	1.81	0.0	1.08	5633.0
ikniouen	Ikniouen	35.2	10.5	0.7219		0.5046	2.35	2.35	0.0	4.41	0.7	0.0311891319254097	0.7	4.41	0.0	2.35	17707.0
iksane	Iksane	23.0	20.0	0.8522		0.5596	1.86	1.86	0.0	3.64	0.18	0.0136044828868719	0.18	3.64	0.0	1.86	7731.0
imaouen	Imaouen	23.4	28.0	0.5201		0.2589	2.61	2.61	0.0	5.2	0.07	0.0034478321490958	0.07	5.2	0.0	2.61	1969.0
imgdal	Imgdal	27.2	17.5	0.2467		0.3567	0.31	0.31	0.0	0.56	0.15	0.008406294232637	0.15	0.56	0.0	0.31	4782.0
imgrade	Imgrade	26.8	20.5	0.4705		0.2991	1.02	1.02	0.0	2.04	0.0	0.0084644631799377	0.0	2.04	0.0	1.02	4815.0
imider	Imider	32.9	11.5	0.8527		0.6947	0.98	0.98	0.24	1.74	0.18	0.0075460988907358	0.18	1.74	0.24	0.98	4294.0
imilchil	Imilchil	31.9	12.1	0.2209		0.2824	1.06	1.06	0.24	1.48	1.25	0.0161216118791566	1.25	1.48	0.24	1.06	9159.0
imilmaiss	Imilmaiss	32.9	15.2	0.5727		0.308	1.16	1.16	0.0	2.31	0.04	0.0087323928765954	0.04	2.31	0.0	1.16	4967.0
imimqourn	Imi-Mqourn	24.8	18.8	0.7536		0.5251	6.18	6.18	4.57	9.51	0.26	0.0181539996439355	0.26	9.51	4.57	6.18	10312.0
imindounit	Imindounit	34.5	11.0	0.2329		0.2415	1.06	1.06	0.0	2.1	0.04	0.019172837569384	0.04	2.1	0.0	1.06	10890.0
iminfast	Imi-N'fast	28.9	16.8	0.7718		0.4335	0.88	0.88	0.0	1.75	0.04	0.0034178663277591	0.04	1.75	0.0	0.88	1952.0
iminoulaoune	Imi-N'oulaoune	31.1	12.2	0.5544		0.3603	0.94	0.94	0.0	1.73	0.4	0.0347621154459707	0.4	1.73	0.0	0.94	19734.0
imintanoute	Imintanoute	29.1	11.7	0.9248		0.6705	7.38	7.38	0.0	14.61	0.4	0.0441167397891463	0.4	14.61	0.0	7.38	25041.0
imintayart	Imi N'tayart	12.6	39.7	0.1772		0.349	0.13	0.13	0.0	0.26	0.0	0.0016921875578384	0.0	0.26	0.0	0.13	973.0
imintlit	Imi-N'tlit	29.2	18.1	0.5996		0.4018	7.02	7.02	0.0	14.04	0.0	0.0125327641002409	0.0	14.04	0.0	7.02	7123.0
imlil	Imlil	27.4	15.3	0.8652		0.6855	1.26	1.26	0.0	2.45	0.15	0.0195747321143707	0.15	2.45	0.0	1.26	11118.0
imlili	Imlili	0.2	3.4	0.9504		0.5061						0.0058733009819975	0.0	0.0	0.0		3345.0
immouzzerkandar	Immouzzer-Kandar	26.8	13.4	0.9317		0.7405						0.0386488587428809	1.4	10.09	0.0		21939.0
imoulass	Imoulass	25.9	19.6	0.5594		0.522	0.42	0.42	0.0	0.77	0.18	0.0121202933830178	0.18	0.77	0.0	0.42	6889.0
imouzzer	Imouzzer	22.0	24.0	0.4004		0.2288	3.19	3.19	0.24	6.1	0.33	0.0071741701670858	0.33	6.1	0.24	3.19	4083.0
imouzzerkandar							5.32	5.32	0.0	10.09	1.4					5.32	
imouzzermarmoucha	Imouzzer Marmoucha	26.0	15.4	0.9131		0.5773	6.7	6.7	0.24	12.75	1.25	0.0082159231323801	1.25	12.75	0.24	6.7	4674.0
imrabten	Imrabten	23.7	17.5	0.6825		0.403	1.77	1.77	0.0	3.52	0.07	0.0122842240526834	0.07	3.52	0.0	1.77	6982.0
imsouane	Imsouane	24.9	16.8	0.8235		0.4826	4.1	4.1	0.24	7.5	1.4	0.0124851713251767	1.4	7.5	0.24	4.1	7096.0
imzouren	Imzouren	27.5	13.6	0.9092		0.609	12.25	12.25	0.24	23.8	1.4	0.060784787233855	1.4	23.8	0.24	12.25	34497.0
inchaden	Inchaden	28.1	9.0	0.9276		0.6709	3.12	3.12	7.45	1.68	0.22	0.0751860084292092	0.22	1.68	7.45	3.12	42667.0
inezgane	Inezgane	24.8	12.7	0.9732		0.7761	12.94	12.94	9.62	18.08	5.07	0.2414716391128001	5.07	18.08	9.62	12.94	137003.0
iounane	Iounane	30.2	9.3	0.6744		0.4934	0.72	0.72	0.0	1.43	0.04	0.0343390685565111	0.04	1.43	0.0	0.72	19494.0
iqaddar	Iqaddar	28.6	12.1	0.8299		0.6775	3.22	3.22	0.0	6.3	0.37	0.0153213481799288	0.37	6.3	0.0	3.22	8705.0
irherm	Irherm	22.3	17.3	0.8636		0.6308	5.91	5.91	0.0	11.59	0.59	0.0072411525912503	0.59	11.59	0.0	5.91	4121.0
irhzrane	Irhzrane	22.7	21.6	0.5278		0.4202						0.0149564702377699	0.0	0.0	0.0		8498.0
irighntahala	Irigh N'tahala	15.3	34.3	0.6308		0.4905	1.16	1.16	0.0	2.22	0.26	0.0023197071105368	0.26	2.22	0.0	1.16	1329.0
irohalen	Irohalen	33.7	14.5	0.2259		0.2785	4.62	4.62	0.0	9.23	0.0	0.0088452053804513	0.0	9.23	0.0	4.62	5031.0
isly	Isly	32.1	9.6	0.8551		0.7219	2.52	2.52	0.24	4.75	0.37	0.0139605473521671	0.37	4.75	0.24	2.52	7933.0
issafen	Issafen	19.4	26.8	0.6066		0.4789	0.96	0.96	0.0	1.85	0.18	0.0052545949061629	0.18	1.85	0.0	0.96	2994.0
issaguen	Issaguen	32.1	8.0	0.6605		0.4839	1.37	1.37	0.24	2.37	0.55	0.0314094688470033	0.55	2.37	0.24	1.37	17832.0
isseksi	Isseksi	29.4	17.5	0.0481		0.4346	1.06	1.06	0.0	2.11	0.0	0.0025576709858578	0.0	2.11	0.0	1.06	1464.0
issen	Issen	26.7	13.3	0.9183		0.7056	2.48	2.48	0.0	4.94	0.04	0.0233151716953427	0.04	4.94	0.0	2.48	13240.0
